Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Anopheles atroparvus gene stable ID,Anopheles atroparvus chromosome/scaffold,Anopheles atroparvus start (bp),Anopheles atroparvus end (bp),Anopheles gambiae gene stable ID,Anopheles gambiae chromosome/scaffold,Anopheles gambiae start (bp),Anopheles gambiae end (bp)
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP012715,UNKN,24752722,24753779
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP028687,3L,16294306,16296556
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP028689,3L,16299706,16301476
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP028509,3L,16280225,16285347
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP005478,2L,16077354,16078327
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP011072,3L,16270658,16272199
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP028688,3L,16296926,16299016
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP006696,2L,36781826,36783642
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP011074,3L,16284786,16285537
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP028444,2L,10195914,10198064
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP012552,UNKN,15195478,15196445
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP005477,2L,16074785,16075897
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP001067,X,22364083,22365231
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP011073,3L,16275349,16276944
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP028686,3L,16286561,16291120
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP005476,2L,16073528,16074438
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP011071,3L,16266478,16267977
AALB004996,3L,17988515,17990920,-1,AATE019555,KI421886,5174449,5177916,AGAP007064,2L,42129453,42133676
AALB008858,2R,8927490,8929202,-1,AATE001811,KI421885,7107426,7109059,AGAP002175,2R,16899948,16901669
AALB007347,3L,1336022,1336976,-1,AATE018770,KI421886,3418363,3419461,AGAP004998,2L,7746797,7747757
AALB007347,3L,1336022,1336976,-1,AATE018770,KI421886,3418363,3419461,AGAP012650,UNKN,22414748,22415609
AALB002058,2R,23211686,23213898,-1,AATE000071,KI421883,4891163,4892930,AGAP001621,2R,6967708,6969761
AALB005376,3L,22955866,22957780,-1,AATE011560,KI421886,10706295,10708780,AGAP006714,2L,37138749,37140644
AALB005298,3L,22049664,22050480,1,,,,,,,,
AALB009220,2R,3812935,3834604,-1,AATE005167,KI421888,2907605,2912037,AGAP002509,2R,22129049,22133349
AALB014491,3L,22523269,22525679,-1,,,,,,,,
AALB001616,2L,33443611,33452684,1,AATE011426,KI421882,18437416,18449816,AGAP009483,3R,34634943,34641218
AALB008165,2R,31245376,31252164,1,AATE007051,KI421888,7917177,7931041,AGAP003914,2R,46108009,46246976
AALB005498,3L,24244866,24245372,-1,,,,,AGAP012847,UNKN,33808087,33808809
AALB005498,3L,24244866,24245372,-1,,,,,AGAP007296,2L,45065549,45066286
AALB014390,3R,22170727,22174477,1,,,,,,,,
AALB015800,2R,37693775,37695564,1,AATE020772,KI421892,4241568,4243001,AGAP004456,2R,56684663,56686049
AALB001976,2L,26856216,26864728,-1,AATE006642,KI421889,3099631,3108045,AGAP007857,3R,2246181,2251845
AALB008600,2R,47781422,47787619,-1,AATE009148,KI421915,86106,93338,AGAP002281,2R,18539949,18546121
AALB001104,2L,5781583,5787666,-1,AATE019416,KI421890,8367190,8375245,AGAP008734,3R,16217572,16236334
AALB014761,2R,32189716,32193574,1,,,,,,,,
AALB001321,2L,37411549,37412333,-1,AATE010312,KI421890,5920221,5923222,AGAP009652,3R,37625140,37625956
AALB009483,2R,844669,847238,-1,AATE016353,KI421883,9924555,9926792,AGAP002904,2R,29130386,29133257
AALB005016,3L,18433271,18440461,1,AATE001420,KI422231,6477,11425,AGAP007033,2L,41257850,41260185
AALB005016,3L,18433271,18440461,1,AATE001420,KI422231,6477,11425,AGAP007035,2L,41266619,41268364
AALB005016,3L,18433271,18440461,1,AATE001420,KI422231,6477,11425,AGAP007036,2L,41271509,41272901
AALB005053,3L,19011179,19011706,-1,AATE003588,KI421886,1502748,1503421,AGAP006600,2L,34640051,34640623
AALB001132,2L,5405464,5411722,1,AATE003142,KI421882,15611880,15629350,AGAP012600,UNKN,19109858,19110662
AALB002640,2R,10889404,10892599,-1,AATE019621,KI421883,5085580,5087983,AGAP004018,2R,47887680,47910298
AALB009108,2R,5333987,5335774,1,AATE017539,KI421883,6699984,6703127,AGAP003000,2R,30871454,30873211
AALB003782,3R,671597,677902,1,AATE013499,KI421887,7577469,7583312,AGAP012368,3L,41135908,41141542
AALB009231,2R,3740163,3741520,1,AATE014363,KI421888,8496276,8498755,AGAP001505,2R,5695123,5697106
AALB009942,3R,5243664,5258490,1,AATE018875,KI421893,2546195,2548602,AGAP011975,3L,35717978,35720109
AALB004215,3L,5397827,5401040,1,AATE000043,KI421884,1625500,1629704,AGAP005557,2L,17025733,17030052
AALB004435,3L,9225875,9227948,-1,AATE003670,KI421884,5065224,5067527,AGAP006051,2L,25642608,25644768
AALB009697,2R,25590519,25592441,-1,,,,,AGAP012891,UNKN,36954307,36954801
AALB009697,2R,25590519,25592441,-1,,,,,AGAP004582,2R,57969341,57972240
AALB009697,2R,25590519,25592441,-1,,,,,AGAP004583,2R,57977978,57979236
AALB009697,2R,25590519,25592441,-1,,,,,AGAP004581,2R,57956199,57957413
AALB000161,2L,22848816,22852535,-1,AATE018662,KI421882,12238655,12251667,AGAP008254,3R,7917984,7940906
AALB000825,2L,10982855,10983973,-1,AATE004281,KI421882,8522218,8522730,AGAP009800,3R,43652389,43653373
AALB001412,2L,36227761,36235679,-1,AATE018170,KI421882,19702166,19705208,AGAP007919,3R,2807000,2813483
AALB005346,3L,22556609,22565987,-1,AATE015064,KI421886,11307221,11308468,,,,
AALB009464,2R,1028642,1029840,1,AATE018504,KI421883,10157851,10159525,AGAP003791,2R,43353493,43354628
AALB005983,3L,30051308,30053781,1,AATE007383,KI421884,10887109,10891804,AGAP007393,2L,46285815,46288518
AALB009395,2R,1819726,1821485,1,AATE016687,KI421888,1408815,1418099,AGAP013177,2R,1070940,1072162
AALB005176,3L,20285574,20287890,-1,AATE008878,KI421884,9332178,9334456,AGAP006465,2L,32511427,32515170
AALB008246,2R,30262295,30263128,1,AATE010093,KI421885,11629343,11630450,AGAP003935,2R,46543806,46544911
AALB014762,2R,31288040,31291030,1,,,,,,,,
AALB014331,2R,44152232,44155097,-1,,,,,,,,
AALB015796,2R,49543977,49545563,-1,AATE007184,KI421897,731860,732956,AGAP003471,2R,38065768,38067366
AALB003015,2R,35371390,35373419,1,AATE010298,KI421888,7533589,7534678,AGAP003728,2R,42629752,42630843
AALB006239,3L,33445729,33447934,-1,AATE016088,KI421884,11032990,11035216,AGAP007720,2L,49268994,49271145
AALB003696,3R,34648472,34656739,1,AATE011005,KI422026,28568,39121,AGAP004691,2L,1272330,1301008
AALB003106,2R,37108350,37110181,-1,AATE002186,KI421883,4625708,4628172,AGAP002939,2R,29865841,29868431
AALB014834,2R,7281980,7284591,1,,,,,,,,
AALB007199,2R,17186434,17201510,1,AATE012765,KI421897,1164862,1185991,AGAP003489,2R,38602780,38617316
AALB001402,2L,36424604,36426044,-1,AATE004047,AXCP01007901,6200,9407,AGAP007930,3R,3046904,3048440
AALB004092,3L,3618060,3625517,-1,AATE001532,KI421884,2765090,2773287,AGAP006339,2L,29815445,29823466
AALB000051,2L,25298365,25299697,1,,,,,AGAP000531,X,9491177,9492029
AALB008247,2R,30253145,30259195,-1,AATE015898,KI421885,11641704,11647217,AGAP003934,2R,46532070,46537664
AALB008915,2R,7945319,7949930,-1,AATE013368,KI421914,522484,525085,AGAP003142,2R,33208445,33211514
AALB008801,2R,51176014,51178452,1,AATE017272,KI421900,1424266,1427243,AGAP010308,3R,53091293,53094028
AALB001285,2R,51742838,51743271,1,,,,,AGAP010177,3R,49945623,49946200
AALB009773,3R,2821243,2822845,1,AATE016943,KI421901,2901445,2902933,AGAP012032,3L,36749516,36750946
AALB014202,2R,23079145,23082630,1,,,,,,,,
AALB010087,3R,7577025,7577405,1,AATE017555,KI421899,4260509,4260904,,,,
AALB007931,2L,1246091,1253410,1,AATE018959,KI421900,3501113,3502359,AGAP010097,3R,49126660,49127265
AALB005054,3L,19012511,19017356,1,AATE016311,KI421886,1504010,1512409,AGAP006599,2L,34634213,34639256
AALB002442,2R,14253820,14254437,-1,AATE021189,KI421883,7354866,7355483,AGAP001697,2R,8779102,8780122
AALB005540,3L,24761193,24764424,1,,,,,,,,
AALB014122,2L,4734109,4737051,-1,,,,,,,,
AALB000567,2L,15327453,15328352,1,AATE014925,KI421890,1830174,1895142,,,,
AALB009811,3R,3204506,3214171,-1,AATE008910,KI421887,2994764,3031895,AGAP011452,3L,24864525,24872570
AALB010485,3R,14305967,14316265,-1,AATE018637,KI421899,828688,842979,AGAP012148,3L,38070519,38076647
AALB003730,3R,136978,140489,-1,AATE018037,KI421887,8249517,8253892,AGAP011893,3L,34663626,34671063
AALB009174,2R,4560213,4561243,1,,,,,AGAP002532,2R,22445507,22446684
AALB007910,2L,1100879,1106282,1,AATE019977,KI421900,3221700,3223806,AGAP010146,3R,49434839,49436537
AALB010846,3R,20438258,20445855,1,AATE006603,KI421887,1779169,1787800,AGAP010821,3L,11334659,11337261
AALB003497,2R,41247969,41255964,-1,AATE006235,KI421892,3550951,3560157,AGAP004430,2R,55935449,55941608
AALB001780,2L,29736685,29737189,1,AATE014585,KI421882,13645884,13646870,AGAP008495,3R,11331476,11332689
AALB014496,3L,23103048,23104603,1,,,,,,,,
AALB008205,2R,30841254,30843934,1,AATE016626,KI421885,6733859,6739779,AGAP002155,2R,16555929,16562992
AALB010562,3R,15547117,15550625,-1,,,,,,,,
AALB007126,2R,18348718,18351941,-1,AATE013010,KI421897,3125368,3127026,AGAP012731,UNKN,25798127,25799580
AALB007126,2R,18348718,18351941,-1,AATE013010,KI421897,3125368,3127026,AGAP002019,2R,14010285,14011960
AALB002409,2R,14486092,14489616,-1,AATE018045,KI421883,7051820,7055246,AGAP003029,2R,31248644,31252239
AALB015594,2R,41837988,41838711,1,AATE021702,KI421885,3638057,3638792,,,,
AALB000043,2L,25352210,25356113,1,AATE004512,KI421889,4154173,4156694,AGAP009070,3R,25411825,25413655
AALB015444,2R,49680515,49680586,-1,,,,,,,,
AALB000384,2L,18973292,18978117,1,AATE021079,KI421882,8599152,8603159,AGAP028647,3R,43768038,43772677
AALB000600,2L,14506363,14512163,1,AATE004177,KI421882,13923348,13924159,AGAP008474,3R,11010126,11011197
AALB015775,2L,19531541,19534542,-1,AATE010936,KI421882,921659,924684,AGAP009173,3R,28117508,28120385
AALB000570,2L,15183694,15190092,1,AATE000231,KI421890,2048238,2063438,AGAP009662,3R,37749770,37752537
AALB010156,3R,9215433,9243584,-1,AATE004286,KI421902,727993,760706,AGAP010750,3L,9789482,9818643
AALB010497,3R,14913222,14916641,-1,AATE015565,KI421901,55495,56170,AGAP012324,3L,40219631,40220284
AALB008350,2R,28649770,28650388,1,AATE018091,KI421892,4680035,4681068,,,,
AALB007214,2R,17072243,17074684,-1,AATE018120,KI421897,1322901,1325564,AGAP003508,2R,38776334,38785904
AALB015340,2L,24548738,24548810,1,,,,,,,,
AALB002722,2R,9960144,9968010,1,AATE013462,KI421888,5014688,5022922,AGAP001935,2R,12534896,12621762
AALB004873,3L,16538777,16543170,1,AATE004841,KI421894,5196631,5202138,AGAP004861,2L,4512469,4531632
AALB014660,3R,28258984,28261591,-1,,,,,,,,
AALB003817,3R,991562,992923,-1,AATE014259,KI421887,8296933,8298285,AGAP011876,3L,34603047,34604510
AALB008407,2R,27282273,27286136,1,AATE011191,KI421883,15543259,15553040,AGAP003329,2R,36031733,36035275
AALB005512,3L,24412565,24422671,-1,AATE019250,KI421905,1636753,1638810,AGAP007276,2L,44849037,44850720
AALB005512,3L,24412565,24422671,-1,AATE019250,KI421905,1636753,1638810,AGAP028465,2L,44842692,44844639
AALB005512,3L,24412565,24422671,-1,AATE019250,KI421905,1636753,1638810,AGAP028581,UNKN,11800716,11802788
AALB005512,3L,24412565,24422671,-1,AATE019250,KI421905,1636753,1638810,AGAP028582,UNKN,11809996,11818326
AALB005512,3L,24412565,24422671,-1,AATE019250,KI421905,1636753,1638810,AGAP007275,2L,44835278,44836978
AALB008945,2R,7654103,7667432,1,AATE015483,KI421906,1461910,1470130,AGAP002737,2R,26367279,26395076
AALB001971,2L,26916541,26917137,1,AATE014693,KI421889,5939179,5953980,,,,
AALB008972,2R,7380870,7382172,1,AATE014544,KI421906,1773533,1781134,,,,
AALB003998,3R,22092856,22095188,1,AATE016501,KI421909,324556,327822,AGAP010481,3L,4232869,4235209
AALB015490,2L,8692205,8731233,-1,AATE020813,KI421882,4262713,4265917,AGAP008091,3R,5403364,5405361
AALB002473,2R,13706881,13707580,1,,,,,AGAP001572,2R,6356277,6356531
AALB010143,3R,8871125,8873993,1,AATE011232,KI421887,10057894,10061452,AGAP012066,3L,37332965,37336389
AALB010143,3R,8871125,8873993,1,AATE011232,KI421887,10057894,10061452,AGAP012907,UNKN,37671485,37672743
AALB010544,3R,15305069,15310940,1,AATE017222,KI421899,3892246,3895878,AGAP010714,3L,8918979,8922035
AALB015643,3L,6576461,6577209,-1,AATE007037,KI421884,5908378,5909572,AGAP005997,2L,24615846,24616260
AALB010291,3R,11432584,11441678,-1,AATE002937,KI421887,6005819,6013972,AGAP011640,3L,30571391,30575801
AALB010047,3R,7030818,7039063,1,AATE010709,KI421899,715848,755723,AGAP011500,3L,25544683,25551359
AALB009381,2R,2004555,2005132,1,AATE001111,KI421888,1228702,1230063,AGAP001197,2R,1272611,1273662
AALB003587,2R,40077784,40078758,1,AATE013907,KI421885,9496549,9497394,AGAP012598,UNKN,19001113,19001943
AALB003587,2R,40077784,40078758,1,AATE013907,KI421885,9496549,9497394,AGAP003056,2R,31592912,31593930
AALB005061,3L,19150799,19186852,1,AATE010559,KI421891,250084,265328,AGAP006592,2L,34429460,34436165
AALB003369,2R,43300006,43304110,1,AATE011375,KI421892,960272,969281,AGAP003577,2R,40094415,40095971
AALB007266,2R,16239470,16243697,1,AATE014790,KI421883,12376316,12379519,AGAP003965,2R,47122865,47192046
AALB004842,3L,16078499,16084947,1,AATE010876,KI421884,9590885,9597631,AGAP006631,2L,34803042,34809497
AALB009202,2R,4191353,4194261,-1,AATE012435,KI421888,2281781,2283038,AGAP001285,2R,2470907,2472085
AALB002928,2R,51016658,51024657,-1,AATE000031,KI421900,1585593,1600846,AGAP012488,UNKN,7099119,7100741
AALB002928,2R,51016658,51024657,-1,AATE000031,KI421900,1585593,1600846,AGAP012452,UNKN,2902896,2918987
AALB002928,2R,51016658,51024657,-1,AATE000031,KI421900,1585593,1600846,AGAP028650,UNKN,5572106,5608654
AALB014986,3R,16787732,16789812,1,,,,,AGAP010846,3L,11940824,11944378
AALB010141,3R,8810071,8822214,-1,AATE020449,KI421887,10120220,10157995,AGAP012064,3L,37214654,37240902
AALB001842,2L,29042169,29048459,-1,AATE011920,KI421882,13469820,13474389,AGAP008199,3R,6688077,6692983
AALB003815,3R,985282,990033,-1,AATE013790,KI421887,9747411,9749214,AGAP012394,3L,41710048,41711592
AALB003815,3R,985282,990033,-1,AATE013790,KI421887,9747411,9749214,AGAP012395,3L,41712157,41713673
AALB014658,3L,934565,936959,1,AATE008467,KI421886,2829798,2835098,AGAP012443,UNKN,1191149,1197633
AALB007031,3R,25814560,25815447,-1,,,,,,,,
AALB007533,3R,32173579,32178794,-1,AATE008667,KI421892,7534807,7540338,AGAP004671,2R,61176240,61192306
AALB003479,2R,41440157,41441625,1,AATE014556,KI421892,3337636,3343437,AGAP004405,2R,55723961,55811152
AALB009834,3R,3472065,3474288,1,AATE013660,KI421902,2199074,2204073,AGAP010727,3L,9005661,9008995
AALB005156,3L,20070746,20072215,1,AATE010424,KI421884,12115811,12119695,AGAP007505,2L,46991320,46993077
AALB004727,3L,13861848,13864823,1,AATE012402,KI421894,4626473,4635139,AGAP004871,2L,4749123,4756753
AALB008579,2R,48095736,48114398,1,AATE009590,KI421888,9272633,9293221,AGAP001726,2R,8941088,8955816
AALB009055,2R,6402784,6419285,-1,AATE002116,KI421885,10795547,10814854,AGAP002344,2R,20487928,20492035
AALB007965,2L,1796981,1798735,1,AATE011844,KI421889,455212,457335,AGAP010057,3R,48486273,48488026
AALB004905,3L,17055485,17067436,1,AATE008387,KI421884,938372,944650,,,,
AALB009594,2R,24268987,24271725,1,AATE012587,KI421883,3872453,3873421,,,,
AALB000598,2L,14527922,14528481,-1,AATE009328,KI421882,14039120,14054525,AGAP028077,3R,10892438,10892997
AALB000598,2L,14527922,14528481,-1,AATE009328,KI421882,14039120,14054525,AGAP028089,3R,10889778,10890337
AALB000598,2L,14527922,14528481,-1,AATE009328,KI421882,14039120,14054525,AGAP028113,3R,11061895,11062469
AALB000598,2L,14527922,14528481,-1,AATE009328,KI421882,14039120,14054525,AGAP028126,3R,10909961,10910346
AALB000598,2L,14527922,14528481,-1,AATE009328,KI421882,14039120,14054525,AGAP008478,3R,11055891,11056577
AALB000598,2L,14527922,14528481,-1,AATE009328,KI421882,14039120,14054525,AGAP028191,3R,10885121,10885647
AALB000598,2L,14527922,14528481,-1,AATE009328,KI421882,14039120,14054525,AGAP028119,3R,10907172,10907752
AALB000598,2L,14527922,14528481,-1,AATE009328,KI421882,14039120,14054525,AGAP028047,3R,11058698,11059290
AALB000598,2L,14527922,14528481,-1,AATE009143,KI421882,13899132,13905457,AGAP028077,3R,10892438,10892997
AALB000598,2L,14527922,14528481,-1,AATE009143,KI421882,13899132,13905457,AGAP028089,3R,10889778,10890337
AALB000598,2L,14527922,14528481,-1,AATE009143,KI421882,13899132,13905457,AGAP028113,3R,11061895,11062469
AALB000598,2L,14527922,14528481,-1,AATE009143,KI421882,13899132,13905457,AGAP028126,3R,10909961,10910346
AALB000598,2L,14527922,14528481,-1,AATE009143,KI421882,13899132,13905457,AGAP008478,3R,11055891,11056577
AALB000598,2L,14527922,14528481,-1,AATE009143,KI421882,13899132,13905457,AGAP028191,3R,10885121,10885647
AALB000598,2L,14527922,14528481,-1,AATE009143,KI421882,13899132,13905457,AGAP028119,3R,10907172,10907752
AALB000598,2L,14527922,14528481,-1,AATE009143,KI421882,13899132,13905457,AGAP028047,3R,11058698,11059290
AALB000598,2L,14527922,14528481,-1,AATE020364,KI421882,13910673,13911452,AGAP028077,3R,10892438,10892997
AALB000598,2L,14527922,14528481,-1,AATE020364,KI421882,13910673,13911452,AGAP028089,3R,10889778,10890337
AALB000598,2L,14527922,14528481,-1,AATE020364,KI421882,13910673,13911452,AGAP028113,3R,11061895,11062469
AALB000598,2L,14527922,14528481,-1,AATE020364,KI421882,13910673,13911452,AGAP028126,3R,10909961,10910346
AALB000598,2L,14527922,14528481,-1,AATE020364,KI421882,13910673,13911452,AGAP008478,3R,11055891,11056577
AALB000598,2L,14527922,14528481,-1,AATE020364,KI421882,13910673,13911452,AGAP028191,3R,10885121,10885647
AALB000598,2L,14527922,14528481,-1,AATE020364,KI421882,13910673,13911452,AGAP028119,3R,10907172,10907752
AALB000598,2L,14527922,14528481,-1,AATE020364,KI421882,13910673,13911452,AGAP028047,3R,11058698,11059290
AALB010093,3R,7638816,7640284,1,AATE020555,KI421899,4380008,4382459,AGAP012306,3L,39991229,39992499
AALB014023,2L,19688218,19688930,-1,,,,,,,,
AALB010035,3R,6540882,6541524,-1,AATE011196,KI421899,135049,136041,,,,
AALB010031,3R,6482067,6485483,-1,AATE003227,KI421899,41097,45426,,,,
AALB010858,3R,20730786,20732264,-1,AATE006720,KI421899,4506395,4510893,AGAP011805,3L,33346179,33350440
AALB002349,2R,15358433,15369874,-1,AATE015879,KI421892,5014693,5018966,AGAP001390,2R,4142242,4145605
AALB005717,3L,26890586,26896234,1,AATE020654,KI421884,486644,494674,AGAP006873,2L,39302116,39306607
AALB010154,3R,9205404,9207840,-1,AATE014042,KI421893,7788898,7792940,AGAP011530,3L,26862873,26865558
AALB015235,2L,8032697,8032773,1,,,,,,,,
AALB001088,2L,6279546,6283286,1,AATE019257,KI421890,8836949,8843298,AGAP008749,3R,16873221,16877560
AALB014513,3L,26493301,26494105,-1,,,,,AGAP005927,2L,23805264,23805999
AALB000321,2L,19978671,19980543,-1,AATE001267,KI421889,5351761,5353993,AGAP013732,3R,3635131,3636574
AALB000773,2L,11999289,12003754,1,AATE019912,KI421889,1644795,1648778,AGAP008803,3R,18057920,18062361
AALB001311,2L,37618805,37619986,-1,AATE018893,KI422202,977,4022,AGAP008289,3R,8615286,8623519
AALB004521,3L,10897668,10904115,1,AATE015193,KI421884,10575843,10577845,,,,
AALB010103,3R,7794571,7797703,-1,AATE010432,KI421893,7061218,7064832,AGAP011568,3L,27910823,27913842
AALB009096,2R,5575196,5584262,1,AATE015405,KI421883,6315837,6368908,AGAP002986,2R,30567784,30617886
AALB000244,2L,21317939,21337176,-1,AATE013050,KI421889,8771529,8779096,AGAP007771,3R,516759,528049
AALB000502,2L,16764778,16765993,1,AATE002069,KI421889,3334561,3339206,AGAP009569,3R,36363062,36364325
AALB002061,2R,23139698,23147999,-1,AATE018261,KI421897,1849301,1858431,AGAP002371,2R,20761175,20770172
AALB000142,2L,23179069,23183157,1,AATE001063,KI421882,5999222,6008914,AGAP009074,3R,25426349,25430481
AALB000027,2L,25480791,25486001,-1,AATE006053,KI421889,3967838,3974918,AGAP008184,3R,6444679,6451518
AALB005851,3L,28493490,28494884,-1,AATE004910,KI421886,8818998,8821299,AGAP006152,2L,27275618,27277024
AALB005851,3L,28493490,28494884,-1,AATE018588,KI422082,1185,2993,AGAP006152,2L,27275618,27277024
AALB010281,3R,11200716,11202681,-1,,,,,AGAP012492,UNKN,7259067,7260017
AALB010281,3R,11200716,11202681,-1,,,,,AGAP012692,UNKN,23767760,23768731
AALB010281,3R,11200716,11202681,-1,,,,,AGAP012671,UNKN,23073701,23074499
AALB010281,3R,11200716,11202681,-1,,,,,AGAP012670,UNKN,23072592,23073585
AALB010281,3R,11200716,11202681,-1,,,,,AGAP010659,3L,8127248,8132862
AALB010281,3R,11200716,11202681,-1,,,,,AGAP010663,3L,8162815,8163527
AALB010281,3R,11200716,11202681,-1,,,,,AGAP028705,UNKN,7203045,7204057
AALB010281,3R,11200716,11202681,-1,,,,,AGAP012473,UNKN,5080168,5081151
AALB010281,3R,11200716,11202681,-1,,,,,AGAP012566,UNKN,16633202,16634204
AALB010281,3R,11200716,11202681,-1,,,,,AGAP012472,UNKN,5031995,5032559
