"X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"AALB005988","3L","30077589","30081554","-1","AATE009991","KI421884","6686210","6693211","1","AGAP005830","2L","22091909","22094208","-1","ASIS009092","KI916227","546430","551681","1"
"AALB008047","2L","3378579","3379518","-1","AATE018784","KI421890","360524","361750","1","AGAP009017","3R","23614074","23615014","-1","ASIS002490","KI916189","1572752","1575583","-1"
"AALB004984","3L","17786090","17787444","1","AATE003412","KI421884","8305801","8307138","-1","AGAP004928","2L","6110285","6113837","-1","ASIS014338","KI916225","111584","112916","1"
"AALB010488","3R","14330787","14344239","1","AATE016236","KI421887","2430463","2437726","-1","AGAP012156","3L","38107309","38112799","1","ASIS022151","KI916195","245300","252377","1"
"AALB004094","3L","3687880","3691264","-1","AATE016244","AXCP01008022","4781","7399","1","AGAP012493","UNKN","7607073","7610307","1","ASIS018098","KI916316","210560","229014","1"
"AALB009161","2R","4760245","4761365","-1","AATE015929","KI421888","2866252","2866767","-1","AGAP002517","2R","22183278","22184548","1","ASIS013197","KI916183","272111","272809","-1"
"AALB003194","3L","1658312","1663826","1","AATE008392","KI421891","6822006","6825410","1","AGAP005166","2L","11186428","11190856","1","ASIS004215","KI916286","178441","181903","1"
"AALB001170","2L","4777223","4806656","-1","AATE004757","KI421890","7250800","7274767","-1","AGAP008017","3R","4248607","4274569","1","ASIS005066","AXCK02028311","10","1401","-1"
"AALB008730","2R","45809135","45809663","-1","AATE008568","KI421892","4842732","4843898","1","AGAP003178","2R","33578273","33579101","-1","ASIS000024","KI916219","759032","760049","1"
"AALB007046","3R","25912175","25913797","1","AATE008666","KI421893","728474","730642","1","AGAP011168","3L","18206169","18207139","-1","ASIS005557","KI916249","670467","671358","-1"
"AALB014346","2R","40202249","40202820","-1","AATE004407","KI421885","9653184","9654804","-1","AGAP013493","2R","8898688","8899130","-1","ASIS005902","KI916191","343245","343893","-1"
"AALB006510","X","5696092","5701723","1","AATE021012","KI421896","4398009","4404032","-1","AGAP000233","X","4379330","4384049","-1","ASIS005948","KI916262","880149","885791","-1"
"AALB006646","X","4078959","4080596","1","AATE003062","AXCP01009381","1905","2732","1","AGAP000069","X","1060754","1062050","-1","ASIS005525","AXCK02019186","2634","4025","-1"
"AALB002035","2L","26115715","26125363","1","AATE020370","KI421882","4760846","4763997","-1","AGAP008060","3R","4934320","4937305","1","ASIS000356","KI916214","34758","37461","1"
"AALB001876","2L","28379241","28386829","1","AATE016593","KI421889","2185011","2195560","-1","AGAP009643","3R","37490023","37501471","1","ASIS000359","KI916402","245742","257661","1"
"AALB009620","2R","24409549","24417194","1","AATE013616","KI421897","82076","100009","-1","AGAP002060","2R","14694682","14701678","-1","ASIS004983","KI916213","574072","594867","-1"
"AALB000001","2L","26036838","26043497","1","AATE018684","KI421882","4843182","4849763","-1","AGAP008047","3R","4850248","4856766","1","ASIS008166","KI916319","122401","128910","1"
"AALB003680","2R","38681245","38683176","-1","AATE010653","KI421897","1149339","1151322","-1","AGAP003485","2R","38586297","38588350","-1","ASIS015981","KI916234","1014403","1016252","1"
"AALB007537","3R","32157545","32159442","-1","AATE015755","KI422248","641","2430","-1","AGAP001056","X","21755596","21762662","-1","ASIS011568","KI916419","311758","313059","-1"
"AALB001487","2L","35203704","35205029","1","AATE019610","KI421890","5670370","5671991","1","AGAP008111","3R","5828833","5830873","-1","ASIS004531","KI916315","89264","90849","-1"
"AALB006320","X","8058588","8060844","1","AATE015784","KI421919","323244","324204","-1","AGAP013049","X","5424051","5424896","-1","ASIS002972","KI916571","47687","50925","-1"
"AALB007605","3R","29628144","29633019","-1","AATE015686","KI421913","486832","489451","-1","AGAP010441","3L","3633028","3635096","-1","ASIS009958","KI916229","423661","426017","-1"
"AALB000632","2L","14111724","14114130","1","AATE016086","KI421882","14729348","14735141","-1","AGAP009846","3R","44107289","44109867","1","ASIS019892","KI916270","334504","339957","1"
"AALB008937","2R","7743073","7747438","-1","AATE014949","KI421906","1386321","1387196","1","AGAP004468","2R","56725193","56726412","-1","ASIS013213","KI916193","587503","588372","-1"
"AALB006838","X","1538909","1544698","-1","AATE001861","KI421896","2206059","2218921","1","AGAP000390","X","7157708","7167818","-1","ASIS020699","KI916243","570420","578078","-1"
"AALB009547","2R","49939","54008","-1","AATE010552","KI421882","18966929","18970121","-1","AGAP009531","3R","35412251","35419761","-1","ASIS018879","AXCK02024752","1","2364","-1"
"AALB008899","2R","8076338","8080160","1","AATE019700","KI421914","359308","374099","-1","AGAP002814","2R","27902269","27929889","-1","ASIS006927","KI916310","187603","193269","1"
"AALB006142","3L","32065610","32072530","-1","AATE008677","KI421886","9428917","9457531","-1","AGAP006188","2L","27935499","28136823","-1","ASIS018178","KI916197","727622","752280","1"
"AALB004629","3L","12277758","12278928","1","AATE002993","KI421894","121968","123052","1","AGAP007026","2L","41028438","41029611","-1","ASIS016028","KI916313","290510","291565","1"
"AALB003113","2R","37324917","37325642","-1","AATE010857","KI421883","4345207","4346804","1","AGAP003877","2R","45069739","45071073","-1","ASIS015805","KI916207","714993","715871","-1"
"AALB001195","2L","4095869","4097362","-1","AATE019842","KI421911","583191","584714","1","AGAP028123","3R","19096324","19097907","1","ASIS015676","KI916189","2169452","2171086","-1"
"AALB004346","3L","7671764","7674699","1","AATE013150","KI421894","1545987","1548971","-1","AGAP005233","2L","12651084","12652962","-1","ASIS003699","KI916255","735610","739335","1"
"AALB004023","3R","21626890","21627782","1","AATE018041","KI421903","3556","4649","1","AGAP011345","3L","21518924","21519989","1","ASIS003920","KI916249","909487","910519","1"
"AALB008265","2R","29849544","29852159","1","AATE012113","KI421908","920236","924816","-1","AGAP004640","2R","58817394","58839360","1","ASIS001020","KI916199","1059067","1063780","-1"
"AALB007995","2L","2192090","2193494","1","AATE012709","KI421890","7517709","7529807","1","AGAP008980","3R","22547690","22608395","-1","ASIS015998","KI916328","508963","516709","1"
"AALB003559","2R","40362022","40363941","1","AATE020661","KI421904","1176022","1179771","1","AGAP004508","2R","57171200","57174085","1","ASIS003265","KI916558","216105","218462","-1"
"AALB000085","2L","24584638","24585889","1","AATE007326","KI421884","12342582","12344410","1","AGAP007473","2L","46748309","46749901","-1","ASIS009916","KI916184","2310414","2311719","1"
"AALB009568","2R","23731145","23731697","1","AATE011443","KI421883","3214611","3215395","1","AGAP002547","2R","22665657","22666443","-1","ASIS012155","KI916201","520019","520779","-1"
"AALB004448","3L","9332482","9336291","-1","AATE013490","KI421891","5780411","5781433","-1","AGAP005913","2L","23638183","23641865","-1","ASIS000386","KI916187","2031809","2032831","-1"
"AALB010813","3R","19849230","19851066","-1","AATE018576","KI421901","2382948","2384727","1","AGAP012168","3L","38263673","38269107","-1","ASIS003388","KI916263","835822","841549","1"
"AALB005404","3L","23210405","23222520","-1","AATE002706","KI421884","13254523","13271257","1","AGAP007623","2L","48362805","48380715","-1","ASIS003171","KI916184","364655","380488","-1"
"AALB001113","2L","5667954","5671644","1","AATE012741","KI421890","8333746","8337512","-1","AGAP008728","3R","16160143","16163329","-1","ASIS011282","KI916456","120134","123464","1"
"AALB001819","2L","29269597","29270652","1","AATE020082","KI421889","6210587","6211783","1","AGAP008883","3R","20278158","20279484","-1","ASIS009779","KI916266","440923","442026","-1"
"AALB010643","3R","16947881","16953046","-1","AATE019068","KI421901","1746480","1755033","1","AGAP010867","3L","12157568","12160730","-1","ASIS004143","KI916399","88223","90255","-1"
"AALB001596","2L","33750635","33752514","1","AATE006400","KI421912","330032","334610","-1","AGAP009993","3R","47337209","47339123","1","ASIS018301","KI916301","209054","211245","-1"
"AALB000511","2L","16687151","16697756","1","AATE020513","KI421889","3413141","3421313","-1","AGAP009577","3R","36438789","36451397","-1","ASIS006409","AXCK02028455","136","1404","1"
"AALB007708","X","9509441","9512397","-1","AATE015722","KI421896","935489","938212","-1","AGAP000484","X","8487286","8509533","-1","ASIS017323","AXCK02022251","4072","5898","-1"
"AALB000306","2L","20083726","20084531","-1","AATE016953","KI421882","847703","848566","1","AGAP009165","3R","28044234","28045120","1","ASIS020923","KI916302","300568","301326","1"
"AALB007141","2R","18080767","18083808","1","AATE002041","KI421897","2853242","2857630","1","AGAP002007","2R","13729816","13733053","1","ASIS021642","KI916183","3732064","3733427","1"
"AALB003282","3L","3395651","3396496","-1","AATE011428","KI421884","2578364","2579295","-1","AGAP006283","2L","29534322","29535616","-1","ASIS017346","KI916228","823969","826005","1"
"AALB002787","2R","44612892","44613658","-1","AATE018757","KI421892","6486998","6487658","1","AGAP004330","2R","54656549","54657160","1","ASIS011642","KI916304","51804","52401","1"
"AALB003456","2R","41689520","41695589","1","AATE005945","KI421885","4513705","4539924","1","AGAP001779","2R","10183332","10210950","-1","ASIS018938","KI916185","728251","738579","1"
"AALB008778","2R","51412674","51417535","1","AATE002140","KI421900","2396643","2404761","1","AGAP010189","3R","50359299","50378794","-1","ASIS001776","KI916190","893470","907768","-1"
"AALB009700","2R","25629415","25630522","1","AATE018449","KI421904","1818502","1825180","-1","AGAP004577","2R","57863972","57890966","-1","ASIS006465","KI916199","1729123","1748347","1"
"AALB003574","2R","40238034","40242368","1","AATE005713","KI421883","13339937","13345585","1","AGAP001645","2R","7266758","7271844","1","ASIS007768","KI916338","368014","373396","-1"
"AALB008344","2R","28685840","28689925","1","AATE014547","KI421892","4639853","4644070","-1","AGAP012599","UNKN","19066313","19067210","1","ASIS023640","KI916219","526590","530610","-1"
"AALB000738","2L","12546160","12548072","-1","AATE019806","KI421882","5432055","5433948","-1","AGAP009625","3R","37164788","37166737","1","ASIS020566","KI916214","154405","157228","-1"
"AALB002684","2R","10304688","10308486","-1","AATE006105","KI421888","5385037","5392479","-1","AGAP001348","2R","3384346","3388160","-1","ASIS017452","KI916183","2794648","2804880","-1"
"AALB004296","3L","6897594","6898718","1","AATE014821","KI421891","3410556","3423130","1","AGAP007093","2L","42547910","42560458","-1","ASIS021429","KI916246","121472","123367","-1"
"AALB002999","2R","34847653","34848985","-1","AATE020852","KI421888","8102980","8104179","-1","AGAP001374","2R","4001200","4002475","1","ASIS001969","KI916331","445522","446694","-1"
"AALB004115","3L","4218263","4220983","-1","AATE007460","KI421884","3315696","3318873","-1","AGAP007128","2L","43108548","43111590","1","ASIS012414","KI916462","54371","57517","-1"
"AALB002068","2R","23031815","23033995","-1","AATE005172","KI421885","11927993","11930031","-1","AGAP003085","2R","32329882","32331556","1","ASIS006142","KI916429","242782","244808","-1"
"AALB008660","2R","46797464","46804534","-1","AATE018448","KI421883","209350","212881","1","AGAP002693","2R","25663762","25666707","-1","ASIS016990","KI916191","1981454","1984845","1"
"AALB007089","3R","26430451","26434426","-1","AATE001409","KI422057","17330","21871","1","AGAP011742","3L","32824700","32825561","1","ASIS022608","KI916186","2147752","2152212","1"
"AALB002802","2R","49319452","49321080","-1","AATE016309","KI421885","1132878","1134859","-1","AGAP003671","2R","41564060","41565805","1","ASIS007650","KI916217","836834","838645","1"
"AALB008576","2R","48121484","48124246","-1","AATE007762","KI421885","9714307","9717029","-1","AGAP004151","2R","50757058","50759539","-1","ASIS016585","KI916215","520817","523385","-1"
"AALB001230","3R","31806922","31811407","-1","AATE006891","KI421917","86036","89362","1","AGAP010376","3L","2343836","2347311","-1","ASIS010069","KI916419","72913","77872","-1"
"AALB010704","3R","17933943","17940088","-1","AATE012291","KI421887","3388274","3397393","1","AGAP010781","3L","10277400","10283541","1","ASIS002925","KI916288","606945","614506","-1"
"AALB006179","3L","32630622","32633848","1","AATE015021","AXCP01007903","171","6337","1","AGAP006746","2L","37727355","37732338","1","ASIS013793","KI916346","577844","584459","1"
"AALB003024","2R","35462132","35476649","1","AATE011902","KI421914","553565","585131","-1","AGAP003735","2R","42726545","42755371","1","ASIS019651","AXCK02024984","79","1571","-1"
"AALB010336","3R","12165675","12169508","-1","AATE004290","KI421887","6754961","6760054","-1","AGAP011425","3L","24479909","24486116","1","ASIS022180","KI916186","2471206","2476384","1"
"AALB000641","2L","14006706","14009519","-1","AATE019495","KI421890","4589463","4592201","1","AGAP009144","3R","27493458","27496837","1","ASIS008888","AXCK02019222","2467","7245","1"
"AALB008704","2R","46255436","46259655","1","AATE005621","KI421885","1576318","1580088","-1","AGAP004068","2R","49448536","49460589","1","ASIS002271","KI916758","48437","51785","-1"
"AALB006594","X","4576459","4578061","-1","AATE019899","KI421907","612923","614228","1","AGAP000911","X","17155341","17156810","1","ASIS020373","KI916223","62963","63748","1"
"AALB008293","2R","29424931","29426977","-1","AATE014347","KI421892","7229443","7232446","-1","AGAP001421","2R","4740772","4742911","1","ASIS006755","AXCK02025526","1","2330","1"
"AALB001203","2L","4045985","4047689","-1","AATE010581","AXCP01008991","1614","3873","-1","AGAP028111","3R","24337859","24339549","-1","ASIS010833","KI916189","2115495","2120482","-1"
"AALB003021","2R","35397742","35400400","1","AATE000519","KI421914","644077","652777","-1","AGAP003734","2R","42660012","42669291","1","ASIS021055","KI916364","480559","492165","1"
"AALB000719","2L","12675388","12676341","1","AATE015699","KI421889","4226101","4227328","1","AGAP008504","3R","11351448","11352785","1","ASIS004825","KI916214","317517","318481","1"
"AALB000538","2L","16053569","16057030","-1","AATE001749","KI421890","850445","855191","-1","AGAP009693","3R","38928089","38956122","1","ASIS014130","KI916189","1018184","1032540","1"
"AALB002785","2R","44616387","44617660","-1","AATE012922","KI421892","6483428","6485598","1","AGAP012624","UNKN","21460257","21461067","-1","ASIS002769","KI916304","40838","50475","1"
"AALB004653","3L","12697476","12704792","-1","AATE002363","KI421891","3741705","3767334","1","AGAP006403","2L","31264159","31292788","1","ASIS001852","KI916365","413230","415501","1"
"AALB007156","2R","17644507","17646456","-1","AATE011796","KI421888","3216942","3218713","-1","AGAP003194","2R","33744972","33756314","-1","ASIS012503","KI916183","612534","614263","-1"
