alb_id alb_chr alb_start alb_end alb_strand atr_chr atr_start atr_end atr_strand gam_chr gam_start gam_end gam_strand sin_chr sin_start sin_end sin_strand
AALB008556 2R 60550159 1139 -1 3R 145707064 1319 -1 2R 77227497 1277 -1 3R 59443202 587 1
AALB010481 3R 116218047 6495 -1 3L 184464731 2171 -1 3L 226156837 1821 -1 3L 74881531 381 -1
AALB007055 3R 127928337 1403 1 3L 179286887 2255 -1 3L 206226507 1088 -1 3L 68075514 467 1
AALB007780 X 10692394 1357 -1 X 7681719 2971 -1 X 752557 2076 -1 X 487638 71 -1
AALB001036 2L 71268959 2599 1 2R 27135708 5263 -1 3R 165038513 5355 -1 2R 26555992 131 -1
AALB009213 2R 16098278 6616 -1 3R 105201395 5050 -1 2R 26430621 4184 1 3R 54825382 68 -1
AALB001537 2L 98664802 2261 1 2R 21234847 2249 -1 3R 180452457 2219 -1 2R 20180742 2258 1
AALB010838 3R 122062036 2053 -1 3L 170633269 11615 1 3L 221590448 18932 -1 3L 75929351 143 1
AALB010771 3R 121156565 1207 -1 3L 184130099 1283 1 3L 205801517 1209 -1 3L 74578550 10 1
AALB001880 2L 92318036 1049 1 2R 54294500 1064 1 3R 172462467 14264 1 2R 21370657 1005 1
AALB008179 2R 43197073 3549 -1 3R 153809299 3263 -1 2R 38300134 3146 1 3R 57779407 103 1
AALB002014 2L 90403690 1070 1 2R 54436717 1515 -1 3R 148734859 1581 1 2R 21505313 177 -1
AALB004370 3L 144478788 3232 1 2L 101249734 2752 -1 2L 98025449 3021 -1 2L 40435838 49 -1
AALB004542 3L 147638002 2084 -1 2L 72181534 21994 -1 2L 131770146 11077 1 2L 49981944 393 1
AALB010402 3R 114839758 3800 -1 3L 186141361 4806 1 3L 194705632 3945 -1 3L 79399431 129 -1
AALB010188 3R 111787219 2143 1 3L 182779523 2906 -1 3L 227408288 1774 -1 3L 69812415 64 -1
AALB003896 3R 130426162 680 1 3L 197542480 791 1 3L 190810387 1729 1 3L 63013908 773 -1
AALB001180 2L 68542995 1483 -1 2R 46193343 17100 -1 3R 153397536 12610 1 2R 29021102 224 1
AALB007317 3L 137173267 2522 -1 2L 90098135 3368 1 2L 92227528 4134 -1 2L 36096746 2618 1
AALB006636 X 4226412 1288 1 X 11435547 2598 1 X 1205360 1274 1 X 240435 107 -1
AALB015884 3R 108035196 1546 1 3L 168694849 1034 1 3L 211981878 1567 -1 3L 78752096 1034 -1
AALB004449 3L 145926776 2165 1 2L 77426375 1813 -1 2L 109314801 1904 1 2L 43170005 1101 -1
AALB006286 X 8442489 2288 1 X 7738243 3071 -1 X 3006198 2181 -1 X 543771 75 -1
AALB002439 2R 26466812 995 -1 X 1463880 1874 1 X 19935927 1737 1 X 10915165 116 1
AALB009421 2R 13614767 955 1 3R 105050383 1473 -1 2R 24879772 1031 1 3R 54670332 44 -1
AALB006554 X 5122975 674 -1 X 15457084 5644 -1 X 5542940 1696 1 X 10496850 671 1
AALB009317 2R 14909034 13708 1 3R 103725717 5108 -1 2R 24810919 3641 -1 3R 53345667 182 1
AALB000090 2L 88339247 1319 -1 2R 35609753 1742 -1 3R 162955046 1518 1 2R 18947905 27 1
AALB010177 3R 111666486 7069 1 3L 182938039 6700 -1 3L 227534711 5867 -1 3L 73548031 329 -1
AALB001573 2L 97925450 791 1 2R 27724167 1029 -1 3R 178795532 972 1 2R 22290044 221 -1
AALB009362 2R 14520763 4482 1 3R 104122542 4607 -1 2R 25854219 4096 1 3R 52962542 1026 1
AALB009673 2R 37224741 606 -1 3R 117691730 1306 -1 2R 48395845 474 1 3R 61407447 139 -1
AALB000449 2L 81573079 7241 -1 2R 21493713 8374 -1 3R 179000160 6760 -1 2R 19875633 27 1
AALB004938 3L 154030635 467 -1 2L 84129467 947 1 2L 112830617 849 -1 2L 45147002 11 -1
AALB005817 3L 164584047 3744 -1 2L 90574075 1012 -1 2L 105842226 2235 -1 2L 40212136 226 1
AALB001047 2L 70969195 14881 1 2R 27452855 10687 -1 3R 165337658 8446 -1 2R 22014638 149 -1
AALB000103 2L 88261760 604 1 2R 28955621 1389 -1 3R 177074998 1057 1 2R 23671649 144 -1
AALB006657 X 3915452 12275 1 X 22994 5776 1 X 15355731 9011 1 X 4605783 196 -1
AALB009881 3R 106076728 3721 -1 3L 183234662 6419 -1 3L 196012077 4680 -1 3L 73810652 15 -1
AALB004844 3L 152681852 2066 -1 2L 71019131 6788 1 2L 120461206 2290 1 2L 51924820 443 1
AALB006702 X 3325752 1483 -1 X 3846883 1687 -1 X 8681589 628 -1 X 9803383 332 -1
AALB009872 3R 105951229 2699 1 3L 183074667 2297 1 3L 195472400 1914 1 3L 73659944 331 1
AALB004732 3L 150531291 10177 -1 2L 102076200 9452 1 2L 90493463 4334 -1 2L 41163238 18 1
AALB009319 2R 14906821 1890 -1 3R 103731108 2043 1 2R 24815185 1748 1 3R 53344737 28 -1
AALB005234 3L 157696685 6059 -1 2L 75286308 1244 1 2L 119602602 1277 -1 2L 51320868 197 1
AALB006602 X 4515852 912 1 X 9680396 2789 -1 X 8105206 4946 1 X 8490450 41 1
AALB006184 3L 169290788 4213 1 2L 96269475 3344 -1 2L 123087549 5053 1 2L 43608315 279 1
AALB004218 3L 141995259 1670 -1 2L 63062745 1966 1 2L 102706781 1803 -1 2L 46405583 473 1
AALB000732 2L 76569679 8318 -1 2R 49083549 8884 1 3R 172071871 11367 1 2R 32882880 314 1
AALB006568 X 4866835 3398 -1 X 1268241 3879 -1 X 19832541 2412 -1 X 10699319 747 -1
AALB001678 2L 95165860 872 -1 2R 41707324 636 1 3R 161493498 694 -1 2R 28246304 75 1
AALB001966 2L 90895090 705 1 2R 20112981 1674 -1 3R 166290540 1664 1 2R 16548824 182 -1
AALB009551 2R 12220410 6904 1 3R 103216558 7397 -1 2R 24276223 9512 -1 3R 59719477 116 1
AALB015525 X 1060668 2349 -1 X 10784748 3734 1 X 3181145 3385 1 X 6649886 249 -1
AALB007147 2R 29946994 1134 -1 3R 154472468 1319 1 2R 37658440 1530 -1 3R 57252825 711 -1
AALB009350 2R 14564678 819 -1 3R 104081038 816 1 2R 25906653 598 -1 3R 53004972 80 1
AALB009330 2R 14823790 3972 1 3R 103809199 4937 -1 2R 26224612 2811 1 3R 53265949 60 1
AALB004364 3L 144437948 1604 1 2L 69192268 1580 1 2L 98081598 1412 -1 2L 37147638 30 -1
AALB006352 X 7674892 3860 -1 X 11158049 4800 1 X 954969 6908 1 X 6230056 335 -1
AALB010503 3R 116906604 1493 1 3L 180599033 1463 1 3L 228276752 1376 -1 3L 80615316 1448 -1
AALB009631 2R 36724264 853 1 3R 138509694 884 1 2R 68931083 1326 1 3R 58311881 383 -1
AALB000950 2L 73085478 7042 -1 2R 37632606 8566 -1 3R 150538526 9236 1 2R 17144242 411 1
AALB002323 2R 28024292 326 -1 3R 138325711 308 1 2R 52340859 311 1 3R 58492351 277 -1
AALB004081 3L 140011068 973 -1 2L 64045444 982 -1 2L 115245528 1126 -1 2L 47408002 575 -1
AALB000377 2L 82967940 2455 -1 2R 20999575 4552 -1 3R 180213078 3673 -1 2R 20408815 508 1
AALB004010 3R 123798593 8160 -1 3L 189902371 734 1 3L 209945656 12227 -1 3L 67444037 734 -1
AALB005740 3L 163677485 740 -1 2L 68360642 1259 1 2L 107507605 1484 -1 2L 34610138 190 1
AALB003821 3R 103111966 29116 -1 3L 169887624 7545 1 3L 222679511 9416 -1 3L 77575153 896 -1
AALB007733 X 9741427 1786 -1 3R 114643805 1925 -1 2R 51302136 1832 1 3R 59303135 74 1
AALB006539 X 5262123 2711 -1 X 2267991 7578 1 X 7083142 13257 -1 X 2270540 194 -1
AALB000735 2L 76512785 3666 -1 2R 30833876 37444 1 3R 172162658 3663 1 2R 32816312 162 -1
AALB002971 2R 46751620 16115 -1 3R 159272279 6648 1 2R 81857777 4899 1 3R 59898879 257 -1
AALB001067 2L 70572860 826 -1 2L 91427464 2061 1 2L 127233641 1993 -1 2L 39261241 325 -1
AALB006651 X 3953643 3493 1 X 9925557 1364 -1 X 6807763 5559 -1 X 1929849 445 1
AALB000648 2L 77807921 5757 -1 2R 40750740 7201 -1 3R 162711207 5358 1 2R 27243571 73 -1
AALB009985 3R 107871106 18414 -1 3L 185541969 2110 1 3L 227643509 7202 -1 3L 79863300 7 -1
AALB009320 2R 14904089 2615 1 3R 103733040 2913 -1 2R 24817129 2771 -1 3R 53340115 65 1
AALB010465 3R 116009376 3644 -1 3L 175007856 2434 1 3L 205345013 2277 1 3L 75475548 249 -1
AALB001349 2L 100871142 2139 1 2R 16836720 4213 -1 3R 137351691 1456 1 2R 13377672 356 -1
AALB003807 3R 102860081 3839 -1 3L 171390068 6372 1 3L 229877457 4731 -1 3L 76837154 153 -1
AALB009770 3R 104707647 673 -1 3L 186556410 749 -1 3L 224804290 10138 -1 3L 65342325 13 -1
AALB010339 3R 114137828 2046 1 3L 168363339 5678 1 3L 212540918 3085 -1 3L 65258209 272 -1
AALB004991 3L 154552056 5436 1 2L 69502535 2651 -1 2L 94490846 2519 1 2L 36721755 62 1
AALB001002 2L 72019647 2752 1 2R 26400940 3151 -1 3R 145255871 1927 -1 2R 25820709 231 -1
AALB006386 X 7326346 1931 1 X 1817146 8933 1 X 12762561 1973 -1 X 3530166 326 1
AALB007448 3R 135243578 2120 1 2L 89366572 11325 1 2L 93188344 21245 -1 2L 38066305 93 -1
AALB009886 3R 106102399 4012 1 3L 183270205 4182 1 3L 204598430 2981 -1 3L 73841288 380 1
AALB008116 2R 44238844 5178 -1 3R 114900958 3949 1 2R 33503268 4837 1 3R 59050879 78 -1
AALB002580 2R 24293817 1137 1 3R 127549429 1226 -1 2R 60771597 1055 -1 3R 59629786 202 1
AALB004016 3R 123672573 758 1 3L 189755983 4437 1 3L 209789533 967 1 3L 67603021 758 -1
AALB009786 3R 104874481 1742 1 3L 191419918 3758 1 3L 219802762 839 -1 3L 71306727 1139 -1
AALB008566 2R 60485667 770 1 3R 150147789 940 1 2R 75200950 1391 1 3R 61080254 192 -1
AALB001956 2L 91076875 2450 1 2R 19925302 2543 -1 3R 166555663 2285 1 2R 16363415 7 -1
AALB005285 3L 158543687 2094 1 2R 35473877 1579 -1 2R 51296153 1404 -1 X 3282641 73 -1
AALB004922 3L 153917153 1742 -1 2L 62726227 7534 -1 2L 103041703 2121 1 2L 46141615 167 -1
AALB005974 3L 166495348 1456 1 2L 73974290 1170 1 2L 132198353 1200 -1 2L 49666404 143 1
AALB010333 3R 114066626 1556 1 3L 168290335 1490 1 3L 212702420 1480 -1 3L 65193629 517 1
AALB006354 X 7656280 2099 1 X 11181516 2339 -1 X 980089 3172 -1 X 6202024 102 1
AALB004167 3L 141549276 955 -1 2L 77005213 2896 -1 2L 99747582 25362 1 2L 42730621 164 -1
AALB006900 X 640140 5618 -1 X 9867771 3182 -1 X 4895939 2774 1 X 8287349 262 1
AALB001975 2L 90837132 1211 1 2R 21202669 1418 -1 3R 180417566 1190 -1 2R 20207948 98 1
AALB001483 2L 99168595 9163 1 2R 26267496 10062 -1 3R 145121167 8210 -1 2R 30895833 143 -1
AALB006707 X 3239081 9264 -1 X 3692767 15027 -1 X 1805859 10218 -1 X 9647125 24 -1
AALB000490 2L 80917598 1850 1 2R 50510363 8694 -1 3R 135248424 27643 1 2R 24981673 55 -1
AALB005113 3L 156328345 2906 1 2L 73891451 860 -1 2L 132288090 1401 1 2L 49582110 1328 -1
AALB005172 3L 156851848 4006 1 2L 73320299 6132 -1 2L 132867177 28915 1 2L 49039812 335 -1
AALB005370 3L 159517645 2084 1 2L 96460660 2166 -1 2L 122764741 2108 1 2L 43415873 454 1
AALB005145 3L 156584989 8533 1 2L 73634102 12167 -1 2L 132578673 6559 1 2L 49328070 45 -1
AALB000973 2L 72759749 1248 1 2R 31933325 13859 -1 3R 140329919 1246 -1 2R 31562102 143 1
AALB000955 2L 72984631 1154 1 2R 37546883 1631 1 3R 150689114 1388 -1 2R 17239696 800 -1
AALB007097 3R 128524837 398 -1 3L 186916713 924 -1 3L 220744837 743 1 3L 65721674 75 -1
AALB003324 X 10354055 6126 -1 X 7208025 9398 -1 X 18135303 104319 -1 X 1122431 213 -1
AALB007328 3L 137551951 1442 1 2L 88608981 1458 1 2L 93999584 1356 -1 2L 38840557 13 -1
AALB015629 2L 83900897 3319 -1 2R 51211680 3402 1 3R 138687791 2855 1 2R 30950884 126 1
AALB001477 2L 99246396 3118 -1 2R 26177119 3041 1 3R 145041739 3324 1 2R 30775647 442 1
AALB000967 2L 72789603 928 1 2R 54399963 12787 -1 3R 148770662 929 1 2R 21473077 209 -1
AALB008113 2R 44250108 1735 -1 3R 114893101 1745 1 2R 33492952 1778 1 3R 59061041 170 -1
AALB003328 X 10419350 6028 -1 X 1233980 7299 1 X 18285704 7962 -1 X 10656157 60 1
AALB006685 X 3414147 9135 1 X 10669549 12619 1 X 12160909 8773 -1 X 2874959 1407 -1
AALB000105 2L 88224209 1149 1 2R 29000984 7282 -1 3R 177031199 1210 1 2R 23721813 223 -1
AALB010788 3R 121314686 3682 1 3L 188069378 2644 1 3L 226835314 2284 1 3L 81589275 220 -1
AALB008206 2R 43027343 2682 -1 3R 118595350 2327 1 2R 47526814 2656 -1 3R 60468528 294 1
AALB006842 X 1450400 1863 1 X 13249876 2376 1 X 16619141 2128 -1 X 1276014 670 1
AALB005975 3L 166496697 4001 -1 2L 73975434 4287 -1 2L 132194175 4124 1 2L 49668761 2826 -1
AALB000098 2L 88278509 4273 1 2R 28940757 2952 -1 3R 177088128 2842 1 2R 23657138 1126 -1
AALB000109 2L 88137331 5837 1 2R 29104947 6515 -1 3R 176941305 1243 1 2R 23811030 40 -1
AALB004451 3L 145933025 979 -1 2L 77420323 2347 1 2L 109321691 1385 -1 2L 43163608 108 1
AALB005115 3L 156342243 4355 -1 2L 73875170 6624 1 2L 132301916 4506 -1 2L 49571783 71 -1
AALB000993 2L 72134854 1316 1 2R 39856047 1785 -1 3R 140834624 2121 -1 2R 27033312 101 -1
AALB002191 2R 33015124 2822 1 3R 154717219 2456 1 2R 37449370 2693 -1 3R 57048928 77 1
AALB004671 3L 149556526 1985 1 2L 65274914 2034 -1 2L 122106772 1994 -1 2L 48683755 405 -1
AALB001139 2L 69310620 1891 1 2R 20748070 5497 -1 3R 179923479 8855 -1 2R 20659927 160 1
AALB004875 3L 153136872 4143 1 2L 76724573 22302 1 2L 96457361 26457 -1 2L 42440573 39 1
AALB008342 2R 40890551 3797 -1 3R 137267288 3984 1 2R 60579528 3597 -1 3R 58774487 229 1
AALB015556 X 8548051 1038 -1 X 14668424 1563 -1 X 13784275 1168 -1 X 12584003 117 1
AALB004014 3R 123675051 1260 -1 3L 189761800 1245 -1 3L 209793089 1123 -1 3L 67600420 142 1
AALB002219 2R 32604016 685 1 3R 106694109 1190 -1 2R 35156608 1257 -1 3R 54974735 81 -1
AALB005244 3L 157820439 4143 1 2L 83206457 4919 -1 2L 119749395 5250 1 2L 51190735 161 -1
AALB001284 2R 63931924 1084 -1 2R 58820322 11228 -1 3R 186901799 29529 1 2R 33609696 416 -1
AALB008784 2R 63546759 3994 -1 2R 58806906 2998 1 3R 186953701 2566 -1 2R 33585578 133 1
AALB010149 3R 110899448 1769 1 X 820217 3760 1 X 16768557 4379 1 X 4972375 31 1
AALB000797 2L 75467467 653 1 2R 28364249 608 1 3R 177795502 503 -1 2R 23001679 14 1
AALB005608 3L 161919445 24460 -1 2L 75430966 39090 -1 2L 119384210 52158 1 2L 51476449 318 -1
AALB010650 3R 119076273 1920 1 3L 175810187 2556 1 3L 211590501 2654 -1 3L 69269213 110 -1
AALB001615 2L 97410157 1112 -1 2R 17877147 1061 1 3R 169711606 938 -1 2R 14393639 165 1
AALB004015 3R 123673729 917 -1 3L 189760503 944 -1 3L 209790422 1343 -1 3L 67601791 944 1
AALB002709 2R 22298780 2117 1 3R 108356577 3963 1 2R 37029142 2397 1 3R 56586437 1162 1
AALB000314 2L 83953679 2010 1 2R 36541775 2320 1 3R 152148966 2228 -1 2R 18223868 603 -1
AALB000643 2L 77912582 1409 -1 2R 40874551 1301 -1 3R 162581734 1277 1 2R 27365367 1328 -1
AALB010015 3R 108176476 1374 1 3L 171424194 1702 1 3L 225762726 989 1 3L 76803430 30 -1
AALB006652 X 3939493 1327 -1 X 1223612 1798 1 X 18322896 1461 -1 X 10644828 743 -1
AALB001424 2L 100099100 3319 -1 2R 16686083 3820 -1 3R 137528796 3737 1 2R 13231224 398 -1
AALB015848 2R 21539722 14508 -1 3R 107584093 7227 -1 2R 36184438 6265 -1 3R 55851030 179 -1
AALB010842 3R 122186693 1301 -1 X 7804565 3055 -1 X 11263541 4247 1 X 599991 135 -1
AALB006333 X 7876494 1142 -1 X 14653014 2375 1 X 13749445 4491 1 X 12605533 509 -1
AALB000992 2L 72136361 2702 -1 2R 39852963 3072 1 3R 140831542 1895 1 2R 27029381 14 1
AALB001671 2L 95848042 3851 1 2R 41030724 2754 -1 3R 162407860 2288 -1 2R 27532318 88 1
AALB005106 3L 156250300 6586 1 2L 73956065 15354 -1 2L 132206315 16406 1 2L 49662309 146 -1
AALB008455 2R 38695235 10534 -1 3R 149935669 2184 -1 2R 75000868 1912 -1 3R 61269800 69 1
AALB005292 3L 158567651 5549 -1 2L 82551775 12468 -1 2L 124371221 5490 -1 2L 50582353 3755 -1
AALB002990 2R 46907762 3616 -1 3R 159092686 5859 1 2R 81680461 3627 1 3R 61936763 38 -1
AALB010348 3R 114423373 2000 -1 3L 185433128 1937 1 3L 227720085 995 -1 3L 79928560 1450 -1
AALB001032 2L 71315540 1338 1 2R 27084838 12529 -1 3R 164976481 10279 -1 2R 26490655 504 -1
AALB009767 3R 104700849 3321 -1 3L 186548231 4888 -1 3L 224804933 1279 -1 3L 65336918 402 -1
AALB001973 2L 90842789 6761 -1 2R 50555236 1268 -1 3R 135234651 1165 1 2R 25032122 47 -1
AALB014484 3L 158105482 3119 1 2L 82100310 1814 1 2L 123858198 1323 1 2L 50175437 74 1
AALB003792 3R 102765312 440 -1 3L 168954113 431 1 3L 229464874 431 -1 3L 78502714 431 -1
AALB001735 2L 94327409 1441 -1 2R 37903529 1357 1 3R 145537745 1251 1 2R 16891328 953 -1
AALB005245 3L 157820974 1658 -1 2L 75148577 1649 1 2L 119749879 1759 -1 2L 51190735 161 -1
AALB000368 2L 83060638 15983 -1 2R 21118130 3839 -1 3R 180347305 1954 -1 2R 20292744 1108 1
AALB008828 2R 21520300 3597 -1 3R 107563345 4198 -1 2R 36162041 2324 -1 3R 55820244 1120 -1
AALB000725 2L 76603898 4090 -1 2R 49049887 3150 1 3R 172021588 1783 1 2R 32927095 82 -1
AALB000021 2L 89537222 4721 -1 2R 35367850 3082 1 3R 163174264 1605 -1 2R 19151243 312 -1
AALB009987 3R 107920908 1066 1 3L 168633119 1794 1 3L 212152034 791 -1 3L 78822448 50 -1
AALB015583 2L 92346862 4059 -1 2R 54337045 4757 -1 3R 172531350 2419 -1 2R 21414193 80 -1
AALB015456 2L 91291401 1351 1 2R 21831681 1546 -1 3R 179368863 1521 -1 2R 19532555 831 1
AALB005162 3L 156751926 7049 1 2L 73446063 15128 -1 2L 132749040 30232 1 2L 49157486 107 -1
AALB008843 2R 21336075 5885 1 3R 107371946 5123 1 2R 35946102 7058 1 3R 55632348 294 1
AALB000297 2L 84401809 1530 1 2R 38648610 2068 1 3R 165930280 1819 -1 2R 21065982 158 1
AALB005610 3L 161988030 1128 -1 2L 75529776 12345 -1 2L 119292436 896 1 2L 51545459 28 -1
AALB006466 X 6109274 2982 1 X 2089903 2852 1 X 13623925 2639 -1 X 2472361 2723 -1
AALB005141 3L 156549911 9209 -1 2L 73659690 3694 1 2L 132548680 3670 -1 2L 49353663 260 1
AALB009671 2R 37200891 7688 1 3R 117664775 6771 1 2R 48417386 5515 -1 3R 61372107 98 1
AALB001917 2L 91669557 1577 -1 2R 31428308 1478 -1 3R 139822660 1750 -1 2R 32134932 1478 1
AALB003974 3R 124239554 2104 1 3L 175406800 3687 1 3L 225948285 1928 -1 3L 75085280 1352 -1
AALB001915 2L 91672458 2505 1 2R 31431054 3076 1 3R 139825821 2900 1 2R 32130121 41 1
AALB001357 2L 100823871 899 1 2R 16788099 1300 1 3R 137413136 1089 -1 2R 13328664 453 1
AALB005235 3L 157702958 12915 1 2L 75272709 11353 -1 2L 119611473 6901 1 2L 51317436 18 -1
AALB005265 3L 158087185 5311 -1 2L 82082687 2890 -1 2L 123838975 1961 -1 2L 50163332 1382 -1
AALB001275 2R 63733074 4138 -1 2R 58924275 9829 1 3R 186778993 18508 -1 2R 33694853 1116 1
AALB004847 3L 152690724 1537 -1 2L 71012629 1437 1 2L 112748159 1583 -1 2L 51914332 443 1
AALB010744 3R 120433886 7057 -1 3L 174276547 6778 -1 3L 204660691 22990 -1 3L 72885495 1485 1
AALB000124 2L 87839538 1862 -1 2R 29487406 1959 1 3R 176552327 1756 -1 2R 24147374 244 1
AALB006345 X 7793731 1975 -1 X 7563475 1835 -1 X 1578806 1616 1 X 387129 80 -1
AALB008970 2R 19596274 458 -1 X 14795825 1254 1 2R 44757050 726 -1 X 9576132 239 1
AALB008507 3R 125261744 4826 -1 3L 164409380 12473 -1 3L 213140691 3057 1 3L 70763534 425 -1
AALB001926 2L 91639942 1505 -1 2R 31393699 1502 -1 3R 139783107 1496 -1 2R 32182939 1502 1
AALB004674 3L 149565568 4354 -1 2L 64983553 11366 -1 2L 114227060 5413 1 2L 48376377 671 1
AALB006171 3L 169086436 12962 -1 2L 95786717 5057 -1 2L 123588266 4563 1 2L 44117762 146 1
AALB002217 2R 32617225 6742 1 3R 106676725 12051 -1 2R 35125915 7351 -1 3R 54962761 10 -1
AALB004973 3L 154269296 1659 1 2L 83950472 11379 1 2L 94467445 1732 -1 2L 45317496 35 -1
AALB009691 2R 37585445 1683 -1 3R 118055259 1908 -1 2R 48038355 1822 1 3R 59942306 25 -1
AALB007134 2R 30471580 3013 -1 3R 153924204 3064 1 2R 38187103 2742 -1 3R 57681826 1779 -1
AALB007702 X 9425407 1548 -1 X 1396332 3557 1 X 8188246 2637 -1 X 10844462 1027 1
AALB006421 X 6473341 1527 1 2L 77442669 1192 1 2L 109277484 1021 -1 2L 43208530 164 1
AALB005239 3L 157769458 900 1 2L 75202558 11947 -1 2L 119677772 11069 1 2L 51255691 17 -1
AALB004228 3L 142226331 2021 -1 2L 62763600 20504 1 2L 102990198 1966 -1 2L 46172239 1385 1
AALB002042 2L 90004904 1923 -1 2R 31492197 2364 -1 3R 139882435 2086 -1 2R 32066989 59 1
AALB002041 2L 90008886 389 -1 2R 31496738 380 -1 3R 139886115 1253 -1 2R 32064411 380 1
AALB003751 3R 102329933 928 1 3L 169482398 920 -1 3L 223253046 884 1 3L 77973569 242 1
AALB005616 3L 162233917 1008 -1 2L 61584136 1502 -1 2L 118877464 1863 1 2L 51831257 961 -1
AALB010041 3R 108839231 4125 1 3L 184734716 2671 -1 3L 213859713 664 -1 3L 72244201 219 1
AALB003130 2R 49623745 1052 -1 3R 137192294 1239 1 2R 67976252 895 1 3R 58699602 306 1
AALB010253 3R 112631276 3735 -1 3L 170407396 8179 -1 3L 221917888 11120 1 3L 75714945 36 -1
AALB010396 3R 114811450 212 1 3L 186184958 1786 -1 3L 194669357 1000 1 3L 79363973 212 1
AALB005447 3L 160251319 4339 -1 2L 73271901 2830 1 2L 132939351 3183 -1 2L 48995867 126 1
AALB006529 X 5485932 5045 1 X 4602082 6632 -1 X 10709824 7682 -1 X 7762249 97 1
AALB004883 3L 153271556 3853 -1 2L 76862306 6030 -1 2L 96312345 4568 1 2L 42586397 27 -1
AALB001607 2L 97462880 839 1 2R 17822701 809 -1 3R 169780878 839 1 2R 14342253 803 -1
AALB002227 2R 32262638 3427 1 3R 107006315 4234 -1 2R 35519652 3746 -1 3R 55274456 346 -1
AALB010759 3R 120868259 14446 -1 3L 184449826 13638 1 3L 226129811 23795 1 3L 74864830 171 1
AALB010267 3R 112782154 2164 -1 3L 170568595 18233 -1 3L 221685297 857 1 3L 75870870 980 -1
AALB009373 2R 14415192 494 1 3R 104220950 500 -1 2R 25750941 638 1 3R 53866045 500 -1
AALB003745 3R 102226877 1558 -1 3L 169631731 1422 1 3L 223064282 1423 -1 3L 77829697 1226 -1
AALB000443 2L 81626207 19852 -1 2R 21548793 20919 -1 3R 179076302 13156 -1 2R 19821436 189 1
AALB010882 2R 61179356 1426 1 X 10641172 1214 1 X 12124481 1417 1 X 2902445 1355 -1
AALB004035 3R 123325910 3641 -1 3L 175153244 3380 1 3L 205473288 5269 1 3L 75335881 85 -1
AALB010651 3R 119078534 5111 -1 3L 175814238 4435 1 3L 211582905 2972 -1 3L 69260550 2984 -1
AALB000656 2L 77729306 3330 -1 2R 40667392 3387 -1 3R 157708921 3539 1 2R 27156464 194 -1
AALB002015 2L 90401656 1780 -1 3R 155261372 659 -1 2R 45158825 1081 -1 X 12628468 16 1
AALB008175 2R 43222828 7890 -1 3R 153836917 11875 -1 2R 38268837 7144 1 3R 57757338 90 1
AALB001687 2L 95073631 3796 1 2R 41816014 5257 -1 3R 161364971 5706 1 2R 28360275 18 -1
AALB009777 3R 104809386 2797 1 3L 186709361 2248 1 3L 224944799 2113 1 3L 65500817 89 1
AALB000630 2L 78117251 3324 -1 2R 21651823 32686 -1 3R 179174580 13780 -1 2R 19718127 448 1
AALB006952 X 5678 560 1 X 12978754 14182 -1 X 12450966 715 -1 X 2666839 548 1
AALB004178 3L 141644534 908 -1 2L 77106831 939 -1 2L 99639985 1113 1 2L 42833934 286 -1
AALB006422 X 6460413 10373 1 X 1633833 7832 -1 X 20969559 147306 -1 X 3298674 384 -1
AALB002218 2R 32606127 4144 1 3R 106689312 2145 -1 2R 35152009 1164 -1 3R 54970502 135 -1
AALB005743 3L 163859554 745 1 2L 68174825 1130 -1 2L 107724106 1089 1 2L 34378009 692 -1
AALB000081 2L 88619311 2141 1 2R 35946689 2154 1 3R 152773859 1995 -1 2R 18672816 57 -1
AALB003219 3L 139079603 948 -1 2L 83782157 1788 -1 2L 91306404 15380 -1 2L 45489628 48 1
AALB000439 2L 81653380 9828 -1 2R 19414511 7205 -1 3R 167320901 5538 1 2R 15852935 128 -1
AALB001684 2L 95141318 1833 1 2R 41736028 4573 -1 3R 161451800 3934 1 2R 28278847 33 -1
AALB000730 2L 76580538 1690 -1 2R 49068850 12222 1 3R 172065342 2093 1 2R 32899592 532 -1
AALB002378 2R 27279026 654 1 3R 153504632 682 1 2R 53869436 1185 1 3R 58050035 122 -1
AALB001752 2L 94199673 547 1 2R 20320741 1086 1 3R 145706717 635 -1 2R 16744601 52 1
AALB001720 2L 94460318 22338 -1 2R 37733622 2968 1 3R 160587626 2843 -1 2R 17052569 1295 -1
AALB002729 2R 21952721 1946 1 X 9851155 2193 -1 X 7850066 4084 1 X 8303177 1835 1
AALB006513 X 5675635 7367 1 X 4419947 3786 -1 X 4388904 20094 -1 X 7901657 656 1
AALB000101 2L 88265016 7829 1 2R 28949967 3116 -1 3R 177078593 1785 1 2R 23665780 217 -1
AALB001004 2L 72005335 10222 1 2R 26411590 4684 -1 3R 145266151 3497 -1 2R 25833129 941 -1
AALB002038 2L 90024735 620 -1 2R 31511948 1656 -1 3R 139903295 603 -1 2R 32046999 210 1
AALB006628 X 4278741 1448 1 X 11655249 1834 -1 X 4567668 1463 1 X 36007 845 -1
AALB006285 X 8445266 1905 -1 X 7735970 2281 1 X 3003900 1791 1 X 543771 75 -1
