"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene";"asinensis_eg_gene"
"AALB003500";"AATE007526";"AGAP002661";"ASIS023106"
"AALB006588";"AATE001687";"AGAP000211";"ASIS019518"
"AALB002531";"AATE001256";"AGAP003535";"ASIS003320"
"AALB008403";"AATE015800";"AGAP000474";"ASIS015754"
"AALB008403";"AATE015800";"AGAP000474";"ASIS001502"
"AALB008403";"AATE008162";"AGAP000474";"ASIS015754"
"AALB008403";"AATE008162";"AGAP000474";"ASIS001502"
"AALB008842";"AATE009043";"AGAP001870";"ASIS011124"
"AALB008882";"AATE020897";"AGAP002033";"ASIS008463"
"AALB010565";"AATE018394";"AGAP011198";"ASIS011075"
"AALB009744";"AATE017109";"AGAP004693";"ASIS014728"
"AALB004270";"AATE016733";"AGAP005992";"ASIS020123"
"AALB003760";"AATE009319";"AGAP011932";"ASIS011387"
"AALB008258";"AATE016402";"AGAP002081";"ASIS006901"
"AALB008258";"AATE016402";"AGAP012694";"ASIS006901"
"AALB000130";"AATE001157";"AGAP009709";"ASIS021097"
"AALB010757";"AATE010722";"AGAP011107";"ASIS020619"
"AALB009267";"AATE014657";"AGAP003603";"ASIS020717"
"AALB007662";"AATE004884";"AGAP000439";"ASIS000379"
"AALB007261";"AATE008793";"AGAP003969";"ASIS000113"
"AALB005581";"AATE003123";"AGAP007166";"ASIS015771"
"AALB005728";"AATE012149";"AGAP005352";"ASIS013988"
"AALB004250";"AATE001561";"AGAP005870";"ASIS013198"
"AALB009503";"AATE017142";"AGAP003271";"ASIS021651"
"AALB003091";"AATE019207";"AGAP002598";"ASIS007317"
"AALB006407";"AATE005058";"AGAP013397";"ASIS000810"
"AALB010353";"AATE017901";"AGAP011054";"ASIS017017"
"AALB003830";"AATE008054";"AGAP028105";"ASIS004434"
"AALB010622";"AATE016287";"AGAP010843";"ASIS015660"
"AALB005939";"AATE003433";"AGAP007083";"ASIS019373"
"AALB006410";"AATE006470";"AGAP013476";"ASIS015691"
"AALB007940";"AATE009126";"AGAP010088";"ASIS016819"
"AALB005990";"AATE003674";"AGAP005832";"ASIS003896"
"AALB005990";"AATE003674";"AGAP005832";"ASIS019984"
"AALB005990";"AATE003674";"AGAP005832";"ASIS019219"
"AALB005990";"AATE008388";"AGAP005832";"ASIS003896"
"AALB005990";"AATE008388";"AGAP005832";"ASIS019984"
"AALB005990";"AATE008388";"AGAP005832";"ASIS019219"
"AALB009883";"AATE001490";"AGAP010641";"ASIS000157"
"AALB009707";"AATE008091";"AGAP000666";"ASIS009622"
"AALB009707";"AATE016621";"AGAP000666";"ASIS009622"
"AALB003876";"AATE017580";"AGAP012023";"ASIS012452"
"AALB003876";"AATE017580";"AGAP012023";"ASIS006952"
"AALB010073";"AATE011595";"AGAP012275";"ASIS015991"
"AALB009731";"AATE000120";"AGAP002474";"ASIS012739"
"AALB006283";"AATE017957";"AGAP000179";"ASIS019383"
"AALB010881";"AATE014395";"AGAP000682";"ASIS018654"
"AALB002882";"AATE003254";"AGAP013063";"ASIS023353"
"AALB006346";"AATE011504";"AGAP000099";"ASIS010499"
"AALB005638";"AATE015171";"AGAP006485";"ASIS010389"
"AALB005658";"AATE002182";"AGAP007178";"ASIS021701"
"AALB002952";"AATE004875";"AGAP002448";"ASIS023357"
"AALB005867";"AATE014237";"AGAP006350";"ASIS022926"
"AALB004305";"AATE017507";"AGAP007672";"ASIS010144"
"AALB000158";"AATE020428";"AGAP008257";"ASIS006090"
"AALB009383";"AATE003740";"AGAP001196";"ASIS023092"
"AALB010032";"AATE020957";"AGAP004781";"ASIS017602"
"AALB006434";"AATE017590";"AGAP000832";"ASIS015050"
"AALB004387";"AATE014879";"AGAP005291";"ASIS009809"
"AALB010252";"AATE019289";"AGAP011820";"ASIS005857"
"AALB006689";"AATE007872";"AGAP001004";"ASIS004130"
"AALB008689";"AATE009199";"AGAP004435";"ASIS021485"
"AALB009938";"AATE002108";"AGAP011969";"ASIS005201"
"AALB005613";"AATE014832";"AGAP006513";"ASIS015738"
"AALB009190";"AATE017927";"AGAP001299";"ASIS019308"
"AALB004188";"AATE011774";"AGAP005102";"ASIS007164"
"AALB006629";"AATE014495";"AGAP000078";"ASIS021909"
"AALB008522";"AATE004302";"AGAP004020";"ASIS021661"
"AALB006546";"AATE020471";"AGAP000032";"ASIS023107"
"AALB015795";"AATE007778";"AGAP003713";"ASIS015149"
"AALB008139";"AATE000264";"AGAP002975";"ASIS000653"
"AALB006439";"AATE015551";"AGAP000549";"ASIS006449"
"AALB007985";"AATE007291";"AGAP007806";"ASIS008182"
"AALB007023";"AATE003248";"AGAP011189";"ASIS012576"
"AALB007023";"AATE003248";"AGAP011189";"ASIS015119"
"AALB006303";"AATE013006";"AGAP000703";"ASIS011854"
"AALB004986";"AATE017359";"AGAP004919";"ASIS005684"
"AALB006650";"AATE009369";"AGAP000520";"ASIS001402"
"AALB001407";"AATE016421";"AGAP007923";"ASIS009356"
"AALB001407";"AATE016421";"AGAP007923";"ASIS000525"
"AALB004992";"AATE012659";"AGAP005049";"ASIS003336"
"AALB003269";"AATE015185";"AGAP006275";"ASIS007014"
"AALB002599";"AATE020650";"AGAP003368";"ASIS009037"
"AALB007111";"AATE017322";"AGAP011485";"ASIS022642"
"AALB000411";"AATE014486";"AGAP008561";"ASIS022761"
"AALB000411";"AATE014486";"AGAP008562";"ASIS022761"
"AALB000411";"AATE014486";"AGAP028046";"ASIS022761"
"AALB001210";"AATE004844";"AGAP009027";"ASIS001603"
"AALB002430";"AATE018233";"AGAP001712";"ASIS014066"
"AALB002414";"AATE016852";"AGAP003034";"ASIS008806"
"AALB002560";"AATE012626";"AGAP004278";"ASIS001080"
"AALB005294";"AATE020167";"AGAP028462";"ASIS014064"
"AALB006035";"AATE004666";"AGAP005419";"ASIS000288"
"AALB002167";"AATE000968";"AGAP002259";"ASIS021190"
"AALB015549";"AATE015305";"AGAP011939";"ASIS009034"
"AALB000055";"AATE008493";"AGAP009971";"ASIS019064"
"AALB005515";"AATE003844";"AGAP007270";"ASIS002167"
"AALB015684";"AATE017636";"AGAP011743";"ASIS019512"
"AALB005772";"AATE009139";"AGAP000426";"ASIS018790"
"AALB004720";"AATE002033";"AGAP006473";"ASIS019957"
"AALB000829";"AATE008510";"AGAP007827";"ASIS002691"
"AALB006788";"AATE004528";"AGAP000561";"ASIS003188"
"AALB006659";"AATE011780";"AGAP000467";"ASIS023495"
"AALB006659";"AATE012206";"AGAP000467";"ASIS023495"
"AALB008605";"AATE018972";"AGAP002288";"ASIS018647"
"AALB008605";"AATE008499";"AGAP002288";"ASIS018647"
"AALB005809";"AATE020272";"AGAP028396";"ASIS009237"
"AALB007534";"AATE003168";"AGAP002478";"ASIS017141"
"AALB004810";"AATE014931";"AGAP005399";"ASIS018838"
"AALB010721";"AATE012617";"AGAP010755";"ASIS002091"
"AALB009064";"AATE014769";"AGAP003158";"ASIS020863"
"AALB002335";"AATE019410";"AGAP004103";"ASIS012730"
"AALB006027";"AATE015878";"AGAP005430";"ASIS023560"
"AALB008394";"AATE000135";"AGAP004223";"ASIS022249"
"AALB000764";"AATE009621";"AGAP008771";"ASIS004374"
"AALB000764";"AATE009621";"AGAP012796";"ASIS004374"
"AALB002916";"AATE002729";"AGAP010295";"ASIS002275"
"AALB005360";"AATE011219";"AGAP006687";"ASIS001029"
"AALB007042";"AATE019132";"AGAP011173";"ASIS005973"
"AALB009247";"AATE014061";"AGAP001485";"ASIS023216"
"AALB005047";"AATE006180";"AGAP006605";"ASIS008539"
"AALB009501";"AATE010688";"AGAP003274";"ASIS002537"
"AALB008472";"AATE020407";"AGAP011370";"ASIS008358"
"AALB003461";"AATE013386";"AGAP012513";"ASIS002479"
"AALB005272";"AATE015845";"AGAP006788";"ASIS011164"
"AALB006575";"AATE019877";"AGAP000453";"ASIS003842"
"AALB003316";"AATE009218";"AGAP013009";"ASIS011471"
"AALB003454";"AATE017890";"AGAP001777";"ASIS002486"
"AALB010016";"AATE014881";"AGAP012103";"ASIS021516"
"AALB005035";"AATE002092";"AGAP006105";"ASIS006294"
"AALB006470";"AATE007338";"AGAP000429";"ASIS005673"
"AALB005596";"AATE016882";"AGAP006614";"ASIS001744"
"AALB006344";"AATE000873";"AGAP000097";"ASIS008305"
"AALB007222";"AATE014808";"AGAP003512";"ASIS018000"
"AALB010836";"AATE007163";"AGAP012310";"ASIS008366"
"AALB015573";"AATE002357";"AGAP008205";"ASIS012221"
"AALB005816";"AATE009184";"AGAP005743";"ASIS019851"
"AALB003063";"AATE018574";"AGAP004327";"ASIS014175"
"AALB003063";"AATE018574";"AGAP004327";"ASIS002570"
"AALB000444";"AATE003021";"AGAP009834";"ASIS004548"
"AALB001256";"AATE000226";"AGAP010347";"ASIS012896"
"AALB006119";"AATE012773";"AGAP005538";"ASIS009417"
"AALB007036";"AATE012606";"AGAP011178";"ASIS022000"
"AALB010255";"AATE015997";"AGAP028417";"ASIS011464"
"AALB007714";"AATE020511";"AGAP000463";"ASIS020025"
"AALB007714";"AATE020511";"AGAP000463";"ASIS013796"
"AALB002088";"AATE015289";"AGAP004162";"ASIS006874"
"AALB006780";"AATE010644";"AGAP000142";"ASIS005350"
"AALB001760";"AATE006821";"AGAP009314";"ASIS011354"
"AALB007062";"AATE017872";"AGAP011152";"ASIS002789"
"AALB002047";"AATE004682";"AGAP001924";"ASIS013961"
"AALB015449";"AATE005319";"AGAP005095";"ASIS003014"
"AALB000308";"AATE010535";"AGAP008300";"ASIS017454"
"AALB006152";"AATE019778";"AGAP006071";"ASIS015423"
"AALB010554";"AATE003900";"AGAP001218";"ASIS002109"
"AALB010554";"AATE003900";"AGAP001219";"ASIS002109"
"AALB010554";"AATE003900";"AGAP010971";"ASIS002109"
"AALB010554";"AATE003900";"AGAP001218";"ASIS000501"
"AALB010554";"AATE003900";"AGAP001219";"ASIS000501"
"AALB010554";"AATE003900";"AGAP010971";"ASIS000501"
"AALB010554";"AATE003900";"AGAP001218";"ASIS005271"
"AALB010554";"AATE003900";"AGAP001219";"ASIS005271"
"AALB010554";"AATE003900";"AGAP010971";"ASIS005271"
"AALB010554";"AATE009611";"AGAP001218";"ASIS002109"
"AALB010554";"AATE009611";"AGAP001219";"ASIS002109"
"AALB010554";"AATE009611";"AGAP010971";"ASIS002109"
"AALB010554";"AATE009611";"AGAP001218";"ASIS000501"
"AALB010554";"AATE009611";"AGAP001219";"ASIS000501"
"AALB010554";"AATE009611";"AGAP010971";"ASIS000501"
"AALB010554";"AATE009611";"AGAP001218";"ASIS005271"
"AALB010554";"AATE009611";"AGAP001219";"ASIS005271"
"AALB010554";"AATE009611";"AGAP010971";"ASIS005271"
"AALB010554";"AATE001719";"AGAP001218";"ASIS002109"
"AALB010554";"AATE001719";"AGAP001219";"ASIS002109"
"AALB010554";"AATE001719";"AGAP010971";"ASIS002109"
"AALB010554";"AATE001719";"AGAP001218";"ASIS000501"
"AALB010554";"AATE001719";"AGAP001219";"ASIS000501"
"AALB010554";"AATE001719";"AGAP010971";"ASIS000501"
"AALB010554";"AATE001719";"AGAP001218";"ASIS005271"
"AALB010554";"AATE001719";"AGAP001219";"ASIS005271"
"AALB010554";"AATE001719";"AGAP010971";"ASIS005271"
"AALB010554";"AATE017921";"AGAP001218";"ASIS002109"
"AALB010554";"AATE017921";"AGAP001219";"ASIS002109"
"AALB010554";"AATE017921";"AGAP010971";"ASIS002109"
"AALB010554";"AATE017921";"AGAP001218";"ASIS000501"
"AALB010554";"AATE017921";"AGAP001219";"ASIS000501"
"AALB010554";"AATE017921";"AGAP010971";"ASIS000501"
"AALB010554";"AATE017921";"AGAP001218";"ASIS005271"
"AALB010554";"AATE017921";"AGAP001219";"ASIS005271"
"AALB010554";"AATE017921";"AGAP010971";"ASIS005271"
"AALB015480";"AATE011634";"AGAP010195";"ASIS010932"
"AALB008061";"AATE011468";"AGAP013191";"ASIS015720"
"AALB008061";"AATE011468";"AGAP001673";"ASIS015720"
"AALB008061";"AATE011468";"AGAP013191";"ASIS004598"
"AALB008061";"AATE011468";"AGAP001673";"ASIS004598"
"AALB008061";"AATE011468";"AGAP013191";"ASIS023369"
"AALB008061";"AATE011468";"AGAP001673";"ASIS023369"
"AALB008061";"AATE009066";"AGAP013191";"ASIS015720"
"AALB008061";"AATE009066";"AGAP001673";"ASIS015720"
"AALB008061";"AATE009066";"AGAP013191";"ASIS004598"
"AALB008061";"AATE009066";"AGAP001673";"ASIS004598"
"AALB008061";"AATE009066";"AGAP013191";"ASIS023369"
"AALB008061";"AATE009066";"AGAP001673";"ASIS023369"
"AALB002936";"AATE013823";"AGAP010281";"ASIS013298"
"AALB007010";"AATE014922";"AGAP010344";"ASIS017398"
"AALB006618";"AATE019112";"AGAP000090";"ASIS023382"
"AALB010533";"AATE011664";"AGAP011275";"ASIS017237"
"AALB006008";"AATE015218";"AGAP005856";"ASIS009030"
"AALB004170";"AATE021168";"AGAP005321";"ASIS015658"
"AALB006996";"AATE001240";"AGAP010331";"ASIS009997"
"AALB001219";"AATE004376";"AGAP010386";"ASIS017455"
"AALB008687";"AATE006191";"AGAP004432";"ASIS015095"
"AALB008687";"AATE006191";"AGAP012969";"ASIS015095"
"AALB008687";"AATE006191";"AGAP012872";"ASIS015095"
"AALB008687";"AATE014997";"AGAP004432";"ASIS015095"
"AALB008687";"AATE014997";"AGAP012969";"ASIS015095"
"AALB008687";"AATE014997";"AGAP012872";"ASIS015095"
"AALB015731";"AATE007877";"AGAP009194";"ASIS002456"
"AALB015731";"AATE007877";"AGAP009195";"ASIS002456"
"AALB015731";"AATE007877";"AGAP009194";"ASIS023797"
"AALB015731";"AATE007877";"AGAP009195";"ASIS023797"
"AALB015731";"AATE020439";"AGAP009194";"ASIS002456"
"AALB015731";"AATE020439";"AGAP009195";"ASIS002456"
"AALB015731";"AATE020439";"AGAP009194";"ASIS023797"
"AALB015731";"AATE020439";"AGAP009195";"ASIS023797"
"AALB015731";"AATE002249";"AGAP009194";"ASIS002456"
"AALB015731";"AATE002249";"AGAP009195";"ASIS002456"
"AALB015731";"AATE002249";"AGAP009194";"ASIS023797"
"AALB015731";"AATE002249";"AGAP009195";"ASIS023797"
"AALB015731";"AATE014234";"AGAP009194";"ASIS002456"
"AALB015731";"AATE014234";"AGAP009195";"ASIS002456"
"AALB015731";"AATE014234";"AGAP009194";"ASIS023797"
"AALB015731";"AATE014234";"AGAP009195";"ASIS023797"
"AALB002596";"AATE005554";"AGAP003365";"ASIS017491"
"AALB002484";"AATE012814";"AGAP003756";"ASIS006982"
"AALB003722";"AATE004857";"AGAP011880";"ASIS003289"
"AALB002258";"AATE013180";"AGAP002426";"ASIS003584"
"AALB007864";"AATE009331";"AGAP010219";"ASIS015461"
"AALB000392";"AATE014659";"AGAP007795";"ASIS020357"
"AALB000636";"AATE010702";"AGAP009839";"ASIS017522"
"AALB008229";"AATE004405";"AGAP002560";"ASIS023681"
"AALB000561";"AATE002873";"AGAP009674";"ASIS014717"
"AALB009630";"AATE008155";"AGAP003860";"ASIS014076"
"AALB009630";"AATE008155";"AGAP012718";"ASIS014076"
"AALB002767";"AATE019850";"AGAP003702";"ASIS006932"
"AALB002594";"AATE001685";"AGAP003363";"ASIS004678"
"AALB009017";"AATE004751";"AGAP004294";"ASIS000641"
"AALB008072";"AATE013381";"AGAP001681";"ASIS019902"
"AALB006026";"AATE020084";"AGAP005431";"ASIS011370"
"AALB005996";"AATE015602";"AGAP005840";"ASIS021879"
"AALB001609";"AATE011600";"AGAP009497";"ASIS000339"
"AALB010527";"AATE020494";"AGAP010675";"ASIS018947"
"AALB014418";"AATE008497";"AGAP005252";"ASIS012156"
"AALB005475";"AATE018979";"AGAP000391";"ASIS016518"
"AALB005475";"AATE018979";"AGAP000391";"ASIS014385"
"AALB005475";"AATE009859";"AGAP000391";"ASIS016518"
"AALB005475";"AATE009859";"AGAP000391";"ASIS014385"
"AALB006928";"AATE013484";"AGAP000327";"ASIS009489"
"AALB009044";"AATE012049";"AGAP004320";"ASIS017209"
"AALB006545";"AATE015233";"AGAP000033";"ASIS003907"
"AALB010563";"AATE008612";"AGAP011197";"ASIS017604"
"AALB010563";"AATE008612";"AGAP011197";"ASIS013822"
"AALB010563";"AATE008612";"AGAP011197";"ASIS008312"
"AALB010563";"AATE002995";"AGAP011197";"ASIS017604"
"AALB010563";"AATE002995";"AGAP011197";"ASIS013822"
"AALB010563";"AATE002995";"AGAP011197";"ASIS008312"
"AALB000075";"AATE002930";"AGAP008584";"ASIS014261"
"AALB000927";"AATE012444";"AGAP008680";"ASIS008523"
"AALB007040";"AATE011516";"AGAP028620";"ASIS000353"
"AALB003414";"AATE016462";"AGAP002374";"ASIS005575"
"AALB001714";"AATE005740";"AGAP009104";"ASIS018989"
"AALB001112";"AATE009455";"AGAP008727";"ASIS012331"
"AALB007829";"AATE010593";"AGAP005071";"ASIS010700"
"AALB001381";"AATE019589";"AGAP007244";"ASIS007106"
"AALB007033";"AATE002530";"AGAP011183";"ASIS015777"
"AALB007033";"AATE002530";"AGAP011183";"ASIS011031"
"AALB001070";"AATE016100";"AGAP009051";"ASIS020208"
"AALB000048";"AATE013595";"AGAP007969";"ASIS000461"
"AALB009257";"AATE015438";"AGAP001472";"ASIS004459"
"AALB009257";"AATE015438";"AGAP001472";"ASIS021437"
"AALB007197";"AATE020088";"AGAP012802";"ASIS009664"
"AALB007197";"AATE020088";"AGAP004109";"ASIS009664"
"AALB000374";"AATE019548";"AGAP009914";"ASIS015546"
"AALB003422";"AATE010956";"AGAP003962";"ASIS019768"
"AALB004724";"AATE013544";"AGAP006477";"ASIS013681"
"AALB005437";"AATE000742";"AGAP007655";"ASIS012162"
"AALB008453";"AATE008437";"AGAP002431";"ASIS006226"
"AALB003489";"AATE006325";"AGAP004417";"ASIS002604"
"AALB004892";"AATE011803";"AGAP006383";"ASIS003441"
"AALB002376";"AATE017850";"AGAP002924";"ASIS011338"
"AALB010096";"AATE001905";"AGAP011808";"ASIS014545"
"AALB004701";"AATE019522";"AGAP005817";"ASIS020580"
"AALB006221";"AATE019987";"AGAP007570";"ASIS007772"
"AALB007485";"AATE006907";"AGAP004720";"ASIS019935"
"AALB004233";"AATE005768";"AGAP007001";"ASIS008623"
"AALB008738";"AATE004964";"AGAP003167";"ASIS006223"
"AALB006133";"AATE017075";"AGAP006178";"ASIS021033"
"AALB006757";"AATE016804";"AGAP000440";"ASIS009043"
"AALB004867";"AATE018219";"AGAP005262";"ASIS014679"
"AALB015625";"AATE002139";"AGAP010070";"ASIS015958"
"AALB015625";"AATE002139";"AGAP010069";"ASIS015958"
"AALB000050";"AATE004181";"AGAP000020";"ASIS000938"
"AALB004419";"AATE014625";"AGAP028607";"ASIS006327"
"AALB002288";"AATE010323";"AGAP002788";"ASIS017163"
"AALB000781";"AATE017925";"AGAP009970";"ASIS013850"
"AALB015701";"AATE016473";"AGAP003253";"ASIS004550"
"AALB001894";"AATE007782";"AGAP009001";"ASIS022060"
"AALB006002";"AATE013014";"AGAP005849";"ASIS003314"
"AALB006002";"AATE013014";"AGAP005849";"ASIS004456"
"AALB001379";"AATE019909";"AGAP007896";"ASIS006417"
"AALB009135";"AATE015983";"AGAP013269";"ASIS000522"
"AALB001237";"AATE009459";"AGAP010368";"ASIS000878"
"AALB001237";"AATE009459";"AGAP010368";"ASIS013984"
"AALB005657";"AATE014979";"AGAP007180";"ASIS004580"
"AALB005657";"AATE014979";"AGAP007180";"ASIS022853"
"AALB004146";"AATE009793";"AGAP006365";"ASIS022518"
"AALB006014";"AATE016208";"AGAP006086";"ASIS015370"
"AALB005291";"AATE013957";"AGAP006810";"ASIS019391"
"AALB001509";"AATE005780";"AGAP008137";"ASIS006173"
"AALB008720";"AATE018613";"AGAP003883";"ASIS014313"
"AALB006506";"AATE016954";"AGAP000230";"ASIS019482"
"AALB002010";"AATE004256";"AGAP008615";"ASIS003177"
"AALB002010";"AATE004256";"AGAP008615";"ASIS019904"
"AALB002271";"AATE004997";"AGAP013398";"ASIS022644"
"AALB005571";"AATE015315";"AGAP007215";"ASIS020254"
"AALB010314";"AATE018869";"AGAP011676";"ASIS015767"
"AALB002951";"AATE019297";"AGAP002447";"ASIS019952"
"AALB002009";"AATE019329";"AGAP008614";"ASIS009441"
"AALB005869";"AATE005893";"AGAP006358";"ASIS007686"
"AALB015507";"AATE001120";"AGAP013490";"ASIS019871"
"AALB004327";"AATE016362";"AGAP005248";"ASIS007024"
"AALB008697";"AATE000907";"AGAP004079";"ASIS004902"
"AALB006726";"AATE015114";"AGAP000739";"ASIS020452"
"AALB007407";"AATE006069";"AGAP011303";"ASIS015237"
"AALB002939";"AATE013620";"AGAP010283";"ASIS021604"
"AALB007674";"AATE019686";"AGAP004896";"ASIS020816"
"AALB008424";"AATE015643";"AGAP004273";"ASIS004202"
"AALB010543";"AATE009062";"AGAP010711";"ASIS006889"
"AALB009733";"AATE005947";"AGAP002476";"ASIS012323"
"AALB006898";"AATE011831";"AGAP006388";"ASIS002524"
"AALB007717";"AATE015625";"AGAP000769";"ASIS020284"
"AALB002244";"AATE007888";"AGAP002144";"ASIS019583"
"AALB008409";"AATE016276";"AGAP002268";"ASIS017274"
"AALB007394";"AATE015968";"AGAP011317";"ASIS017320"
"AALB010193";"AATE003807";"AGAP012239";"ASIS017248"
"AALB002994";"AATE013794";"AGAP004523";"ASIS021413"
"AALB008757";"AATE003488";"AGAP003928";"ASIS013029"
"AALB003759";"AATE004866";"AGAP011931";"ASIS004088"
"AALB006327";"AATE010015";"AGAP000731";"ASIS012022"
"AALB003362";"AATE000927";"AGAP004031";"ASIS003555"
"AALB014242";"AATE003299";"AGAP002496";"ASIS022533"
"AALB015823";"AATE006364";"AGAP005524";"ASIS003859"
"AALB004038";"AATE008873";"AGAP011123";"ASIS000895"
"AALB000745";"AATE009989";"AGAP007732";"ASIS004423"
"AALB000745";"AATE009989";"AGAP007733";"ASIS004423"
"AALB015515";"AATE009851";"AGAP013511";"ASIS014889"
"AALB002147";"AATE018880";"AGAP004125";"ASIS003252"
"AALB008965";"AATE021216";"AGAP002718";"ASIS002586"
"AALB007657";"AATE000362";"AGAP013147";"ASIS021330"
"AALB007657";"AATE000362";"AGAP000789";"ASIS021330"
"AALB007657";"AATE000362";"AGAP013147";"ASIS002986"
"AALB007657";"AATE000362";"AGAP000789";"ASIS002986"
"AALB007657";"AATE019954";"AGAP013147";"ASIS021330"
"AALB007657";"AATE019954";"AGAP000789";"ASIS021330"
"AALB007657";"AATE019954";"AGAP013147";"ASIS002986"
"AALB007657";"AATE019954";"AGAP000789";"ASIS002986"
"AALB007657";"AATE009803";"AGAP013147";"ASIS021330"
"AALB007657";"AATE009803";"AGAP000789";"ASIS021330"
"AALB007657";"AATE009803";"AGAP013147";"ASIS002986"
"AALB007657";"AATE009803";"AGAP000789";"ASIS002986"
"AALB007657";"AATE009709";"AGAP013147";"ASIS021330"
"AALB007657";"AATE009709";"AGAP000789";"ASIS021330"
"AALB007657";"AATE009709";"AGAP013147";"ASIS002986"
"AALB007657";"AATE009709";"AGAP000789";"ASIS002986"
"AALB007657";"AATE004409";"AGAP013147";"ASIS021330"
"AALB007657";"AATE004409";"AGAP000789";"ASIS021330"
"AALB007657";"AATE004409";"AGAP013147";"ASIS002986"
"AALB007657";"AATE004409";"AGAP000789";"ASIS002986"
"AALB009904";"AATE011447";"AGAP012171";"ASIS021800"
"AALB000068";"AATE003079";"AGAP008593";"ASIS004338"
"AALB000094";"AATE015823";"AGAP009747";"ASIS016651"
"AALB000857";"AATE016361";"AGAP009058";"ASIS010903"
"AALB014654";"AATE018395";"AGAP005039";"ASIS009239"
"AALB002501";"AATE013098";"AGAP013148";"ASIS016894"
"AALB008176";"AATE000012";"AGAP002022";"ASIS016033"
"AALB008176";"AATE000012";"AGAP002022";"ASIS016816"
"AALB008176";"AATE000854";"AGAP002022";"ASIS016033"
"AALB008176";"AATE000854";"AGAP002022";"ASIS016816"
"AALB003612";"AATE000554";"AGAP004096";"ASIS016467"
"AALB005959";"AATE004669";"AGAP005521";"ASIS008431"
"AALB002638";"AATE004120";"AGAP003638";"ASIS003623"
"AALB007749";"AATE008593";"AGAP000055";"ASIS019142"
"AALB015508";"AATE008357";"AGAP009375";"ASIS020490"
"AALB015508";"AATE017364";"AGAP009375";"ASIS020490"
"AALB015508";"AATE014461";"AGAP009375";"ASIS020490"
"AALB009221";"AATE020835";"AGAP002511";"ASIS003672"
"AALB009221";"AATE020835";"AGAP002511";"ASIS003311"
"AALB009221";"AATE020835";"AGAP002511";"ASIS001560"
"AALB002353";"AATE005726";"AGAP001396";"ASIS020628"
"AALB007592";"AATE019580";"AGAP010431";"ASIS013212"
"AALB000494";"AATE013628";"AGAP009561";"ASIS023714"
"AALB007140";"AATE010998";"AGAP002008";"ASIS006536"
"AALB000472";"AATE021083";"AGAP008845";"ASIS023605"
"AALB000472";"AATE021083";"AGAP008845";"ASIS020311"
"AALB004019";"AATE007327";"AGAP011349";"ASIS000021"
"AALB004019";"AATE017298";"AGAP011349";"ASIS000021"
"AALB002083";"AATE020269";"AGAP004167";"ASIS002184"
"AALB003396";"AATE007488";"AGAP003420";"ASIS019564"
"AALB009209";"AATE000737";"AGAP001277";"ASIS016921"
"AALB002432";"AATE003232";"AGAP001710";"ASIS006741"
"AALB010145";"AATE000013";"AGAP012070";"ASIS015645"
"AALB003325";"AATE016220";"AGAP000941";"ASIS005355"
"AALB000850";"AATE019880";"AGAP008970";"ASIS009787"
"AALB005216";"AATE016589";"AGAP005472";"ASIS022918"
"AALB009083";"AATE008966";"AGAP002125";"ASIS014518"
"AALB008776";"AATE000417";"AGAP010186";"ASIS019473"
"AALB008896";"AATE002574";"AGAP002811";"ASIS000230"
