"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene"
"AALB014112";"AATE004225";"AGAP005475"
"AALB014112";"AATE004225";"AGAP005307"
"AALB014112";"AATE004225";"AGAP012588"
"AALB014112";"AATE004225";"AGAP012450"
"AALB014112";"AATE004225";"AGAP005474"
"AALB014112";"AATE004225";"AGAP028506"
"AALB014112";"AATE004225";"AGAP005106"
"AALB014112";"AATE004225";"AGAP012715"
"AALB014112";"AATE004225";"AGAP028687"
"AALB014112";"AATE004225";"AGAP028689"
"AALB014112";"AATE004225";"AGAP028509"
"AALB014112";"AATE004225";"AGAP005478"
"AALB014112";"AATE004225";"AGAP011072"
"AALB014112";"AATE004225";"AGAP028688"
"AALB014112";"AATE004225";"AGAP006696"
"AALB014112";"AATE004225";"AGAP011074"
"AALB014112";"AATE004225";"AGAP028444"
"AALB014112";"AATE004225";"AGAP012552"
"AALB014112";"AATE004225";"AGAP005477"
"AALB014112";"AATE004225";"AGAP001067"
"AALB014112";"AATE004225";"AGAP011073"
"AALB014112";"AATE004225";"AGAP028686"
"AALB014112";"AATE004225";"AGAP005476"
"AALB014112";"AATE004225";"AGAP011071"
"AALB002515";"AATE010223";"AGAP004386"
"AALB009774";"AATE012157";"AGAP012033"
"AALB009287";"AATE004460";"AGAP002091"
"AALB004856";"AATE016235";"AGAP004833"
"AALB008814";"AATE010755";"AGAP001912"
"AALB006984";"AATE015532";"AGAP010943"
"AALB001111";"AATE001458";"AGAP008726"
"AALB000541";"AATE013143";"AGAP009694"
"AALB008554";"AATE001936";"AGAP013349"
"AALB002814";"AATE009088";"AGAP003468"
"AALB001162";"AATE000048";"AGAP007819"
"AALB000479";"AATE001375";"AGAP008855"
"AALB009566";"AATE005421";"AGAP003940"
"AALB009566";"AATE005421";"AGAP013032"
"AALB003585";"AATE003869";"AGAP003051"
"AALB001199";"AATE008546";"AGAP009033"
"AALB006420";"AATE010479";"AGAP010485"
"AALB009858";"AATE013724";"AGAP010509"
"AALB003332";"AATE020008";"AGAP000809"
"AALB001069";"AATE009683";"AGAP008461"
"AALB001069";"AATE009683";"AGAP028098"
"AALB001069";"AATE009683";"AGAP008453"
"AALB001069";"AATE009683";"AGAP008463"
"AALB001069";"AATE009683";"AGAP008456"
"AALB001069";"AATE009683";"AGAP008457"
"AALB001069";"AATE009683";"AGAP008479"
"AALB001069";"AATE009683";"AGAP008452"
"AALB001069";"AATE009683";"AGAP008462"
"AALB001069";"AATE009683";"AGAP008451"
"AALB001069";"AATE007992";"AGAP008461"
"AALB001069";"AATE007992";"AGAP028098"
"AALB001069";"AATE007992";"AGAP008453"
"AALB001069";"AATE007992";"AGAP008463"
"AALB001069";"AATE007992";"AGAP008456"
"AALB001069";"AATE007992";"AGAP008457"
"AALB001069";"AATE007992";"AGAP008479"
"AALB001069";"AATE007992";"AGAP008452"
"AALB001069";"AATE007992";"AGAP008462"
"AALB001069";"AATE007992";"AGAP008451"
"AALB005614";"AATE000867";"AGAP006511"
"AALB008577";"AATE003149";"AGAP001724"
"AALB003786";"AATE016775";"AGAP012373"
"AALB008885";"AATE019461";"AGAP002028"
"AALB007509";"AATE005243";"AGAP004784"
"AALB001229";"AATE016967";"AGAP028146"
"AALB007776";"AATE001468";"AGAP000043"
"AALB006557";"AATE021708";"AGAP000894"
"AALB015742";"AATE005746";"AGAP006048"
"AALB010785";"AATE014151";"AGAP011141"
"AALB000196";"AATE008501";"AGAP009510"
"AALB004306";"AATE004704";"AGAP005404"
"AALB003474";"AATE018709";"AGAP004400"
"AALB010245";"AATE005202";"AGAP012013"
"AALB009544";"AATE019020";"AGAP003208"
"AALB006322";"AATE003745";"AGAP001933"
"AALB001854";"AATE014342";"AGAP013724"
"AALB001854";"AATE014342";"AGAP008216"
"AALB001854";"AATE014342";"AGAP008215"
"AALB001854";"AATE006599";"AGAP013724"
"AALB001854";"AATE006599";"AGAP008216"
"AALB001854";"AATE006599";"AGAP008215"
"AALB008041";"AATE015576";"AGAP008925"
"AALB015612";"AATE001051";"AGAP004205"
"AALB010028";"AATE001196";"AGAP011518"
"AALB010028";"AATE002931";"AGAP011518"
"AALB004782";"AATE002205";"AGAP005894"
"AALB009138";"AATE015132";"AGAP001539"
"AALB002857";"AATE016399";"AGAP002360"
"AALB002169";"AATE005005";"AGAP002258"
"AALB008547";"AATE002438";"AGAP013374"
"AALB008151";"AATE001078";"AGAP002969"
"AALB000390";"AATE008875";"AGAP007797"
"AALB009469";"AATE018676";"AGAP004463"
"AALB015790";"AATE005660";"AGAP003642"
"AALB015790";"AATE003339";"AGAP003642"
"AALB005611";"AATE011035";"AGAP006514"
"AALB002946";"AATE017932";"AGAP002438"
"AALB015621";"AATE007323";"AGAP002867"
"AALB005414";"AATE007976";"AGAP004422"
"AALB002180";"AATE008780";"AGAP001976"
"AALB004028";"AATE002721";"AGAP011340"
"AALB007721";"AATE005781";"AGAP013259"
"AALB009148";"AATE004927";"AGAP001530"
"AALB002022";"AATE008085";"AGAP008081"
"AALB000367";"AATE017090";"AGAP012635"
"AALB000367";"AATE017090";"AGAP009924"
"AALB008595";"AATE009125";"AGAP001741"
"AALB009275";"AATE003255";"AGAP003613"
"AALB001204";"AATE020314";"AGAP009029"
"AALB007151";"AATE011460";"AGAP001999"
"AALB002257";"AATE012623";"AGAP002586"
"AALB004767";"AATE006935";"AGAP006042"
"AALB007883";"AATE000430";"AGAP010241"
"AALB007167";"AATE018252";"AGAP002481"
"AALB007289";"AATE009177";"AGAP005081"
"AALB006310";"AATE017578";"AGAP000970"
"AALB010615";"AATE014072";"AGAP012185"
"AALB003723";"AATE020705";"AGAP011881"
"AALB002571";"AATE013281";"AGAP003824"
"AALB003981";"AATE005962";"AGAP028198"
"AALB003028";"AATE020818";"AGAP003738"
"AALB002021";"AATE019438";"AGAP008082"
"AALB007445";"AATE011839";"AGAP004958"
"AALB008264";"AATE004258";"AGAP002083"
"AALB005661";"AATE009857";"AGAP007176"
"AALB000553";"AATE003785";"AGAP008187"
"AALB004441";"AATE002352";"AGAP005904"
"AALB005578";"AATE005469";"AGAP007163"
"AALB007765";"AATE004961";"AGAP000159"
"AALB005085";"AATE017080";"AGAP006427"
"AALB010516";"AATE007456";"AGAP011797"
"AALB009014";"AATE012930";"AGAP004291"
"AALB005081";"AATE010126";"AGAP006416"
"AALB005081";"AATE007309";"AGAP006416"
"AALB008255";"AATE009618";"AGAP002076"
"AALB005840";"AATE016772";"AGAP006168"
"AALB009818";"AATE000249";"AGAP011457"
"AALB004686";"AATE013382";"AGAP006208"
"AALB007070";"AATE005328";"AGAP011143"
"AALB008184";"AATE009914";"AGAP003597"
"AALB007150";"AATE005022";"AGAP002000"
"AALB002296";"AATE008034";"AGAP002796"
"AALB006889";"AATE007359";"AGAP000039"
"AALB006446";"AATE018948";"AGAP000540"
"AALB009651";"AATE014301";"AGAP002241"
"AALB010572";"AATE003507";"AGAP011207"
"AALB008724";"AATE018693";"AGAP003880"
"AALB008724";"AATE018693";"AGAP013454"
"AALB007878";"AATE019747";"AGAP010234"
"AALB000554";"AATE003165";"AGAP008186"
"AALB000287";"AATE013353";"AGAP012578"
"AALB004925";"AATE015028";"AGAP005576"
"AALB009338";"AATE005505";"AGAP001237"
"AALB009889";"AATE018774";"AGAP011089"
"AALB009889";"AATE018774";"AGAP011088"
"AALB009889";"AATE018774";"AGAP011090"
"AALB002522";"AATE020412";"AGAP003544"
"AALB004652";"AATE007856";"AGAP006216"
"AALB000655";"AATE001927";"AGAP008984"
"AALB007874";"AATE000008";"AGAP010228"
"AALB008125";"AATE016490";"AGAP002138"
"AALB000610";"AATE017678";"AGAP008458"
"AALB009622";"AATE001762";"AGAP002058"
"AALB008860";"AATE015230";"AGAP013145"
"AALB010351";"AATE020057";"AGAP011056"
"AALB010351";"AATE020057";"AGAP011057"
"AALB010351";"AATE013282";"AGAP011056"
"AALB010351";"AATE013282";"AGAP011057"
"AALB004769";"AATE011766";"AGAP006044"
"AALB006336";"AATE013082";"AGAP000009"
"AALB006257";"AATE007821";"AGAP007723"
"AALB004322";"AATE012512";"AGAP005254"
"AALB008367";"AATE002567";"AGAP002639"
"AALB009258";"AATE018962";"AGAP001471"
"AALB004005";"AATE011762";"AGAP028617"
"AALB006423";"AATE007074";"AGAP000273"
"AALB006423";"AATE013188";"AGAP000273"
"AALB006139";"AATE013904";"AGAP006185"
"AALB008328";"AATE010849";"AGAP004613"
"AALB009370";"AATE005148";"AGAP013518"
"AALB004231";"AATE009598";"AGAP006999"
"AALB009346";"AATE002813";"AGAP001231"
"AALB015727";"AATE005677";"AGAP002101"
"AALB009601";"AATE017814";"AGAP001464"
"AALB001064";"AATE007790";"AGAP009048"
"AALB001064";"AATE015633";"AGAP009048"
"AALB005201";"AATE001423";"AGAP006440"
"AALB003808";"AATE019067";"AGAP012408"
"AALB010095";"AATE018836";"AGAP012308"
"AALB010510";"AATE020415";"AGAP011782"
"AALB006265";"AATE018926";"AGAP000857"
"AALB002766";"AATE007210";"AGAP003698"
"AALB002766";"AATE007210";"AGAP012448"
"AALB002766";"AATE007210";"AGAP003701"
"AALB015861";"AATE021093";"AGAP001522"
"AALB015606";"AATE007401";"AGAP004164"
"AALB010381";"AATE005035";"AGAP011834"
"AALB003520";"AATE019345";"AGAP004596"
"AALB002682";"AATE003016";"AGAP001445"
"AALB008772";"AATE006442";"AGAP010257"
"AALB007365";"AATE015959";"AGAP010327"
"AALB002880";"AATE011434";"AGAP001801"
"AALB003503";"AATE013149";"AGAP002657"
"AALB002267";"AATE011582";"AGAP002414"
"AALB009887";"AATE001702";"AGAP011092"
"AALB009123";"AATE018312";"AGAP003013"
"AALB008164";"AATE000999";"AGAP003907"
"AALB004608";"AATE004952";"AGAP005609"
"AALB003084";"AATE016136";"AGAP003849"
"AALB003084";"AATE004695";"AGAP003849"
"AALB006481";"AATE001938";"AGAP001044"
"AALB009266";"AATE003502";"AGAP003602"
"AALB004045";"AATE020464";"AGAP012806"
"AALB010525";"AATE002888";"AGAP010836"
"AALB009573";"AATE016546";"AGAP002542"
"AALB003095";"AATE004246";"AGAP002595"
"AALB014550";"AATE020036";"AGAP005052"
"AALB010371";"AATE002016";"AGAP011846"
"AALB007174";"AATE008233";"AGAP003526"
"AALB001456";"AATE012282";"AGAP009283"
"AALB007498";"AATE017399";"AGAP004734"
"AALB003132";"AATE004162";"AGAP013183"
"AALB006046";"AATE011133";"AGAP005410"
"AALB003577";"AATE000403";"AGAP001640"
"AALB010017";"AATE018638";"AGAP012104"
"AALB009037";"AATE005098";"AGAP013404"
"AALB001921";"AATE019292";"AGAP008037"
"AALB004290";"AATE010112";"AGAP006018"
"AALB006526";"AATE014253";"AGAP000241"
"AALB001614";"AATE003155";"AGAP009486"
"AALB007787";"AATE017483";"AGAP000616"
"AALB007787";"AATE017468";"AGAP000616"
"AALB004658";"AATE002322";"AGAP006399"
"AALB003045";"AATE012125";"AGAP002068"
"AALB003313";"AATE021173";"AGAP001028"
"AALB003313";"AATE010140";"AGAP001028"
"AALB006366";"AATE012633";"AGAP000864"
"AALB004791";"AATE000758";"AGAP005146"
"AALB004791";"AATE001112";"AGAP005146"
"AALB004791";"AATE007313";"AGAP005146"
"AALB002943";"AATE016225";"AGAP002434"
"AALB000246";"AATE019448";"AGAP007774"
"AALB005484";"AATE018272";"AGAP007308"
"AALB015473";"AATE014558";"AGAP005760"
"AALB008101";"AATE008711";"AGAP002047"
"AALB007103";"AATE006915";"AGAP011728"
"AALB007103";"AATE006915";"AGAP028535"
"AALB009015";"AATE003950";"AGAP004292"
"AALB002110";"AATE011055";"AGAP002328"
"AALB001053";"AATE013943";"AGAP009945"
"AALB007139";"AATE007865";"AGAP002009"
"AALB007139";"AATE004023";"AGAP002009"
"AALB007064";"AATE015208";"AGAP011146"
"AALB007064";"AATE015208";"AGAP011148"
"AALB005159";"AATE007732";"AGAP007510"
"AALB007079";"AATE012708";"AGAP012194"
"AALB009798";"AATE013377";"AGAP011694"
"AALB007561";"AATE000839";"AGAP007125"
"AALB004672";"AATE010732";"AGAP006233"
"AALB005820";"AATE016793";"AGAP005545"
"AALB015875";"AATE007749";"AGAP001509"
"AALB010693";"AATE000963";"AGAP010792"
"AALB006191";"AATE020128";"AGAP006739"
"AALB006863";"AATE006043";"AGAP000298"
"AALB006863";"AATE009324";"AGAP000298"
"AALB007226";"AATE001435";"AGAP013231"
"AALB007226";"AATE001435";"AGAP012662"
"AALB008834";"AATE014901";"AGAP013155"
"AALB002670";"AATE018775";"AGAP001960"
"AALB003279";"AATE005695";"AGAP006282"
"AALB002925";"AATE008072";"AGAP012485"
"AALB006795";"AATE017108";"AGAP000770"
"AALB000680";"AATE004573";"AGAP008334"
"AALB010595";"AATE015646";"AGAP011052"
"AALB004340";"AATE008600";"AGAP005240"
"AALB006839";"AATE002274";"AGAP000718"
"AALB004945";"AATE008393";"AGAP005547"
"AALB004945";"AATE008393";"AGAP007159"
"AALB004945";"AATE008393";"AGAP005548"
"AALB004945";"AATE008393";"AGAP007158"
"AALB004945";"AATE014772";"AGAP005547"
"AALB004945";"AATE014772";"AGAP007159"
"AALB004945";"AATE014772";"AGAP005548"
"AALB004945";"AATE014772";"AGAP007158"
"AALB004945";"AATE013088";"AGAP005547"
"AALB004945";"AATE013088";"AGAP007159"
"AALB004945";"AATE013088";"AGAP005548"
"AALB004945";"AATE013088";"AGAP007158"
"AALB004945";"AATE011873";"AGAP005547"
"AALB004945";"AATE011873";"AGAP007159"
"AALB004945";"AATE011873";"AGAP005548"
"AALB004945";"AATE011873";"AGAP007158"
"AALB010561";"AATE001147";"AGAP011196"
"AALB001425";"AATE015612";"AGAP007888"
"AALB004090";"AATE018473";"AGAP006328"
"AALB009152";"AATE014970";"AGAP001527"
"AALB000375";"AATE016423";"AGAP009913"
"AALB006850";"AATE013357";"AGAP000801"
"AALB006850";"AATE008487";"AGAP000801"
"AALB007974";"AATE012304";"AGAP010050"
"AALB002920";"AATE001131";"AGAP010303"
"AALB000445";"AATE010409";"AGAP009832"
"AALB010849";"AATE018818";"AGAP010824"
"AALB010008";"AATE010992";"AGAP011329"
"AALB001759";"AATE001541";"AGAP009310"
"AALB009053";"AATE020316";"AGAP002347"
"AALB006111";"AATE013157";"AGAP005758"
"AALB002829";"AATE004960";"AGAP013293"
"AALB005585";"AATE014023";"AGAP006626"
"AALB007843";"AATE000210";"AGAP010198"
"AALB001351";"AATE010177";"AGAP007863"
"AALB009788";"AATE013610";"AGAP011703"
"AALB008672";"AATE008271";"AGAP002677"
"AALB006361";"AATE007676";"AGAP000792"
"AALB006022";"AATE009575";"AGAP006092"
"AALB008901";"AATE006712";"AGAP002816"
"AALB005135";"AATE004626";"AGAP007479"
"AALB004012";"AATE018609";"AGAP011356"
"AALB001675";"AATE005416";"AGAP009136"
"AALB005101";"AATE013695";"AGAP005498"
"AALB005237";"AATE016774";"AGAP006535"
"AALB006464";"AATE016017";"AGAP013276"
"AALB001353";"AATE007756";"AGAP007865"
"AALB000272";"AATE020604";"AGAP008326"
"AALB008292";"AATE008104";"AGAP001420"
"AALB003491";"AATE014947";"AGAP004419"
"AALB003493";"AATE019931";"AGAP004423"
"AALB000594";"AATE011407";"AGAP008484"
"AALB002284";"AATE001210";"AGAP002783"
"AALB009974";"AATE009724";"AGAP012344"
"AALB003214";"AATE018451";"AGAP005202"
"AALB008462";"AATE005929";"AGAP004356"
"AALB008462";"AATE005929";"AGAP004357"
"AALB008462";"AATE005929";"AGAP004355"
"AALB008462";"AATE005929";"AGAP004354"
"AALB006159";"AATE009314";"AGAP006083"
"AALB001734";"AATE016292";"AGAP008413"
"AALB005963";"AATE005542";"AGAP005515"
"AALB009644";"AATE009605";"AGAP002243"
"AALB000277";"AATE020556";"AGAP008321"
"AALB006696";"AATE017983";"AGAP000393"
"AALB008359";"AATE002083";"AGAP004603"
"AALB002837";"AATE020156";"AGAP003439"
"AALB015674";"AATE003053";"AGAP006247"
"AALB002760";"AATE017042";"AGAP013274"
"AALB002760";"AATE017042";"AGAP003688"
"AALB003667";"AATE000124";"AGAP004213"
"AALB008422";"AATE015242";"AGAP004271"
"AALB008422";"AATE015242";"AGAP012883"
"AALB000551";"AATE010175";"AGAP009010"
"AALB004425";"AATE011940";"AGAP006061"
"AALB004828";"AATE001455";"AGAP006643"
"AALB008092";"AATE005435";"AGAP004265"
"AALB002321";"AATE014418";"AGAP002829"
"AALB003428";"AATE001309";"AGAP003128"
"AALB006805";"AATE020529";"AGAP000406"
"AALB003033";"AATE019542";"AGAP003743"
"AALB006450";"AATE018347";"AGAP000014"
"AALB003488";"AATE006474";"AGAP004416"
"AALB008426";"AATE007768";"AGAP004274"
"AALB009516";"AATE013536";"AGAP003250"
"AALB001708";"AATE018967";"AGAP009107"
"AALB009885";"AATE006537";"AGAP010643"
"AALB006802";"AATE010789";"AGAP000410"
"AALB003755";"AATE020165";"AGAP011927"
"AALB007395";"AATE007510";"AGAP011316"
"AALB002845";"AATE017394";"AGAP003430"
"AALB002511";"AATE011484";"AGAP003787"
"AALB002511";"AATE011484";"AGAP012882"
"AALB002752";"AATE004090";"AGAP002391"
"AALB006312";"AATE000795";"AGAP000968"
"AALB004121";"AATE009569";"AGAP005644"
"AALB006658";"AATE011801";"AGAP000825"
"AALB001645";"AATE017053";"AGAP009447"
"AALB008131";"AATE008209";"AGAP002135"
"AALB014118";"AATE005009";"AGAP028508"
"AALB014118";"AATE005009";"AGAP028685"
"AALB014118";"AATE005009";"AGAP028690"
"AALB014118";"AATE005009";"AGAP005475"
"AALB014118";"AATE005009";"AGAP005307"
"AALB014118";"AATE005009";"AGAP012588"
"AALB014118";"AATE005009";"AGAP012450"
"AALB014118";"AATE005009";"AGAP005474"
"AALB014118";"AATE005009";"AGAP028506"
"AALB014118";"AATE005009";"AGAP005106"
"AALB014118";"AATE005009";"AGAP012715"
"AALB014118";"AATE005009";"AGAP028687"
"AALB014118";"AATE005009";"AGAP028689"
"AALB014118";"AATE005009";"AGAP028509"
"AALB014118";"AATE005009";"AGAP005478"
"AALB014118";"AATE005009";"AGAP011072"
"AALB014118";"AATE005009";"AGAP028688"
"AALB014118";"AATE005009";"AGAP006696"
"AALB014118";"AATE005009";"AGAP011074"
"AALB014118";"AATE005009";"AGAP028444"
"AALB014118";"AATE005009";"AGAP012552"
"AALB014118";"AATE005009";"AGAP005477"
"AALB014118";"AATE005009";"AGAP001067"
"AALB014118";"AATE005009";"AGAP011073"
"AALB014118";"AATE005009";"AGAP028686"
"AALB014118";"AATE005009";"AGAP005476"
"AALB014118";"AATE005009";"AGAP011071"
"AALB014118";"AATE004225";"AGAP028508"
"AALB014118";"AATE004225";"AGAP028685"
"AALB014118";"AATE004225";"AGAP028690"
"AALB014118";"AATE004225";"AGAP005475"
"AALB014118";"AATE004225";"AGAP005307"
"AALB014118";"AATE004225";"AGAP012588"
"AALB014118";"AATE004225";"AGAP012450"
"AALB014118";"AATE004225";"AGAP005474"
"AALB014118";"AATE004225";"AGAP028506"
"AALB014118";"AATE004225";"AGAP005106"
"AALB014118";"AATE004225";"AGAP012715"
"AALB014118";"AATE004225";"AGAP028687"
"AALB014118";"AATE004225";"AGAP028689"
"AALB014118";"AATE004225";"AGAP028509"
"AALB014118";"AATE004225";"AGAP005478"
"AALB014118";"AATE004225";"AGAP011072"
"AALB014118";"AATE004225";"AGAP028688"
"AALB014118";"AATE004225";"AGAP006696"
"AALB014118";"AATE004225";"AGAP011074"
"AALB014118";"AATE004225";"AGAP028444"
"AALB014118";"AATE004225";"AGAP012552"
"AALB014118";"AATE004225";"AGAP005477"
"AALB014118";"AATE004225";"AGAP001067"
"AALB014118";"AATE004225";"AGAP011073"
"AALB014118";"AATE004225";"AGAP028686"
"AALB014118";"AATE004225";"AGAP005476"
"AALB014118";"AATE004225";"AGAP011071"
"AALB008780";"AATE000648";"AGAP010190"
"AALB002982";"AATE012353";"AGAP028407"
"AALB000219";"AATE003327";"AGAP008712"
"AALB010811";"AATE002027";"AGAP012166"
"AALB002504";"AATE008634";"AGAP003781"
"AALB007862";"AATE005444";"AGAP010218"
"AALB005281";"AATE017048";"AGAP006798"
"AALB006577";"AATE010215";"AGAP013275"
"AALB002918";"AATE011648";"AGAP010294"
"AALB007778";"AATE008651";"AGAP000041"
"AALB000892";"AATE013440";"AGAP010010"
"AALB000645";"AATE002947";"AGAP009151"
"AALB008236";"AATE003789";"AGAP002555"
"AALB015865";"AATE009584";"AGAP002528"
"AALB010877";"AATE014977";"AGAP003687"
"AALB003993";"AATE008813";"AGAP010476"
"AALB001511";"AATE012719";"AGAP008141"
"AALB015532";"AATE001403";"AGAP000737"
"AALB006186";"AATE002659";"AGAP006735"
"AALB006186";"AATE019874";"AGAP006735"
"AALB001648";"AATE017155";"AGAP009443"
"AALB006242";"AATE001361";"AGAP007633"
"AALB000205";"AATE007950";"AGAP009978"
"AALB015691";"AATE009664";"AGAP012711"
"AALB006643";"AATE014626";"AGAP000067"
"AALB009941";"AATE003459";"AGAP028030"
"AALB006801";"AATE007402";"AGAP001047"
"AALB002441";"AATE000913";"AGAP001699"
"AALB005595";"AATE007351";"AGAP006615"
"AALB007494";"AATE012711";"AGAP004730"
"AALB002781";"AATE001522";"AGAP003717"
"AALB002781";"AATE001522";"AGAP003716"
"AALB002761";"AATE010510";"AGAP013255"
"AALB002761";"AATE010510";"AGAP012745"
"AALB002761";"AATE010510";"AGAP013188"
"AALB002761";"AATE010510";"AGAP013393"
"AALB009892";"AATE014372";"AGAP011085"
"AALB008448";"AATE019920";"AGAP002427"
"AALB001301";"AATE019822";"AGAP008270"
"AALB005749";"AATE003246";"AGAP007390"
"AALB002846";"AATE000941";"AGAP003429"
"AALB002846";"AATE000941";"AGAP012744"
"AALB010233";"AATE008744";"AGAP010571"
"AALB000437";"AATE007373";"AGAP009400"
"AALB000437";"AATE007373";"AGAP009399"
"AALB004313";"AATE017912";"AGAP004842"
"AALB006135";"AATE009634";"AGAP006180"
"AALB001062";"AATE017846";"AGAP009046"
"AALB006617";"AATE014011";"AGAP000091"
"AALB002681";"AATE006916";"AGAP001446"
"AALB004753";"AATE000686";"AGAP004825"
"AALB008323";"AATE002830";"AGAP004614"
"AALB009239";"AATE001820";"AGAP001495"
"AALB000666";"AATE000506";"AGAP009886"
"AALB000666";"AATE008541";"AGAP009886"
"AALB002158";"AATE005266";"AGAP004135"
"AALB003473";"AATE003772";"AGAP004399"
"AALB010809";"AATE008471";"AGAP012164"
"AALB006254";"AATE016762";"AGAP007648"
"AALB009619";"AATE016884";"AGAP002061"
"AALB015641";"AATE016862";"AGAP010562"
"AALB007302";"AATE003910";"AGAP005034"
"AALB003737";"AATE021059";"AGAP011906"
"AALB015815";"AATE019520";"AGAP007545"
"AALB002516";"AATE020457";"AGAP003546"
"AALB010212";"AATE004507";"AGAP028167"
"AALB010212";"AATE004507";"AGAP028007"
"AALB010212";"AATE004507";"AGAP012843"
"AALB010212";"AATE004507";"AGAP012034"
"AALB010212";"AATE021101";"AGAP028167"
"AALB010212";"AATE021101";"AGAP028007"
"AALB010212";"AATE021101";"AGAP012843"
"AALB010212";"AATE021101";"AGAP012034"
"AALB010431";"AATE001638";"AGAP011960"
"AALB000916";"AATE003260";"AGAP008660"
"AALB009113";"AATE000310";"AGAP003003"
"AALB006697";"AATE017697";"AGAP000392"
"AALB000970";"AATE013201";"AGAP008626"
"AALB002771";"AATE004744";"AGAP003706"
"AALB003670";"AATE003834";"AGAP002618"
"AALB008126";"AATE015206";"AGAP002137"
"AALB003486";"AATE008895";"AGAP004411"
"AALB004266";"AATE012488";"AGAP005887"
"AALB004266";"AATE016651";"AGAP005887"
"AALB009827";"AATE019233";"AGAP010735"
"AALB003937";"AATE008762";"AGAP003068"
"AALB005646";"AATE012738";"AGAP007205"
"AALB004689";"AATE001618";"AGAP006661"
"AALB003294";"AATE002042";"AGAP012107"
"AALB003294";"AATE002042";"AGAP011076"
"AALB002823";"AATE006740";"AGAP003462"
"AALB008717";"AATE007020";"AGAP003885"
"AALB004565";"AATE019073";"AGAP006026"
"AALB004565";"AATE019073";"AGAP006027"
"AALB008223";"AATE012756";"AGAP002569"
"AALB009327";"AATE015970";"AGAP001251"
"AALB005744";"AATE005151";"AGAP005825"
"AALB000150";"AATE002058";"AGAP009224"
"AALB010378";"AATE002693";"AGAP011836"
"AALB000442";"AATE012662";"AGAP009837"
"AALB007696";"AATE001740";"AGAP000137"
"AALB000488";"AATE015791";"AGAP008197"
"AALB015578";"AATE012057";"AGAP009803"
"AALB005401";"AATE015292";"AGAP007620"
"AALB006116";"AATE004038";"AGAP005753"
"AALB004806";"AATE010742";"AGAP013485"
"AALB004806";"AATE010742";"AGAP007170"
"AALB004806";"AATE010742";"AGAP013299"
"AALB004806";"AATE010742";"AGAP007171"
"AALB004806";"AATE003004";"AGAP013485"
"AALB004806";"AATE003004";"AGAP007170"
"AALB004806";"AATE003004";"AGAP013299"
"AALB004806";"AATE003004";"AGAP007171"
"AALB004806";"AATE009080";"AGAP013485"
"AALB004806";"AATE009080";"AGAP007170"
